sch_id,ca_id,fin_id,tot_student,perc_low_income,perc_black_stu,perc_hisp_stu,perc_white_stu,bus_count
609850,57,22661,314,0.7452229299363057,0.22611464968152867,0.6369426751592356,0.06687898089171974,2
610213,9,25711,480,0.71875,0.9458333333333333,0.03125,0.004166666666666667,0
610141,57,25061,536,0.28171641791044777,0.08022388059701492,0.2891791044776119,0.4701492537313433,2
400009,53,63011,461,0.5986984815618221,0.015184381778741865,0.9327548806941431,0.03253796095444685,3
610293,27,26351,273,0.8278388278388278,0.9633699633699634,0.03296703296703297,0.003663003663003663,3
400130,70,66614,59,0.8813559322033898,0.9491525423728814,0.03389830508474576,0.0,2
610159,16,25241,641,0.7831513260530422,0.031201248049921998,0.8814352574102964,0.06396255850234009,2
609987,3,31121,181,0.8232044198895028,0.8950276243093923,0.09392265193370165,0.0055248618784530384,2
610070,6,24471,668,0.45808383233532934,0.08532934131736528,0.5598802395209581,0.23203592814371257,2
610340,17,46481,556,0.7913669064748201,0.0539568345323741,0.7535971223021583,0.15467625899280577,3
400167,61,63181,738,0.8739837398373984,0.27235772357723576,0.7100271002710027,0.014905149051490514,0
609884,17,22941,754,0.506631299734748,0.015915119363395226,0.596816976127321,0.2984084880636605,0
609927,70,23261,297,0.7070707070707071,0.9696969696969697,0.026936026936026935,0.0,3
400021,26,66432,510,0.8313725490196079,0.9784313725490196,0.01568627450980392,0.0,0
610122,76,24891,1063,0.33866415804327377,0.07714016933207903,0.32267168391345247,0.464722483537159,3
400172,22,66255,490,0.7612244897959184,0.02857142857142857,0.9469387755102041,0.014285714285714285,1
609848,51,22641,231,0.8484848484848485,0.9653679653679653,0.03463203463203463,0.0,1
610029,25,0,160,0.5875,0.24375,0.6375,0.06875,1
610203,61,25631,803,0.7559153175591532,0.026151930261519303,0.9576587795765878,0.008717310087173101,4
610520,25,29101,581,0.2908777969018933,0.20309810671256454,0.42168674698795183,0.2685025817555938,2
609872,33,22861,267,0.7340823970037453,0.026217228464419477,0.9325842696629213,0.018726591760299626,3
609788,71,22131,267,0.6741573033707865,0.9176029962546817,0.033707865168539325,0.026217228464419477,0
610369,70,26651,348,0.7816091954022989,0.9741379310344828,0.014367816091954023,0.008620689655172414,2
400027,16,66074,532,0.6090225563909775,0.06203007518796992,0.7481203007518797,0.11466165413533834,0
610037,59,24171,257,0.8093385214007782,0.6264591439688716,0.3540856031128405,0.01556420233463035,2
400085,54,66394,638,0.8636363636363636,0.012539184952978056,0.9655172413793104,0.01567398119122257,2
610263,67,26141,657,0.8143074581430746,0.958904109589041,0.0273972602739726,0.0015220700152207,2
609698,69,46041,637,0.7974882260596546,0.5667189952904239,0.41130298273155413,0.009419152276295133,3
610191,20,29291,555,0.5459459459459459,0.24144144144144145,0.11891891891891893,0.23963963963963963,2
610145,15,25111,745,0.6738255033557047,0.038926174496644296,0.7624161073825504,0.14899328859060404,3
609973,32,23611,520,0.8038461538461539,0.0,0.9961538461538462,0.0038461538461538464,2
610242,31,25991,447,0.6868008948545862,0.5302013422818792,0.2639821029082774,0.06711409395973154,3
609716,21,46191,491,0.8370672097759674,0.08757637474541752,0.8737270875763747,0.026476578411405296,2
609740,25,51071,310,0.6903225806451613,0.46774193548387094,0.3580645161290323,0.15161290322580645,3
400081,33,66392,242,0.8099173553719008,0.01652892561983471,0.9793388429752066,0.0,0
610065,9,24441,317,0.8107255520504731,0.9558359621451105,0.04100946372239748,0.0,4
609756,54,53101,2903,0.8653117464691699,0.09989665862900447,0.8635893902859111,0.011023079572855667,2
400064,34,66051,365,0.8273972602739726,0.9506849315068493,0.024657534246575342,0.005479452054794521,4
610084,73,29211,213,0.3051643192488263,0.29577464788732394,0.14084507042253522,0.14084507042253522,1
610044,24,24251,308,0.8084415584415584,0.2532467532467532,0.7012987012987013,0.016233766233766232,2
400044,30,66261,905,0.850828729281768,0.938121546961326,0.05303867403314917,0.0011049723756906078,0
609900,45,23061,376,0.7845744680851063,0.9335106382978723,0.05053191489361702,0.007978723404255319,3
610298,40,29361,290,0.25517241379310346,0.6275862068965518,0.04827586206896552,0.13793103448275862,0
610105,36,24771,597,0.19597989949748743,0.01675041876046901,0.2814070351758794,0.5979899497487438,2
400058,30,66091,313,0.9041533546325878,0.9840255591054313,0.012779552715654952,0.0,2
400046,30,66211,512,0.8359375,0.943359375,0.017578125,0.0,0
610593,74,69617,161,0.7391304347826086,0.9503105590062112,0.043478260869565216,0.0,2
609857,16,22741,470,0.6680851063829787,0.031914893617021274,0.7851063829787234,0.10638297872340426,1
610041,18,24231,1148,0.7560975609756098,0.037456445993031356,0.8353658536585366,0.10365853658536585,0
400030,19,66221,543,0.8084714548802947,0.07366482504604052,0.9097605893186004,0.007366482504604052,3
610312,44,26421,118,0.7542372881355932,0.9745762711864406,0.01694915254237288,0.0,3
609755,29,47101,2149,0.3624941833410889,0.17124243834341554,0.285248953001396,0.2517449976733364,3
610017,32,29151,883,0.7995469988674971,0.05096262740656852,0.942242355605889,0.0033975084937712344,2
610196,76,25571,547,0.6636197440585009,0.24680073126142596,0.28153564899451555,0.1663619744058501,4
400161,50,66671,247,0.8704453441295547,0.9757085020242915,0.016194331983805668,0.004048582995951417,1
610352,69,26831,671,0.7213114754098361,0.11624441132637854,0.834575260804769,0.03427719821162444,2
610521,65,29391,128,0.703125,0.84375,0.1484375,0.0,1
609977,9,23631,186,0.6666666666666666,1.0,0.0,0.0,2
609993,59,23791,320,0.8125,0.0625,0.91875,0.00625,1
609777,58,22061,246,0.7317073170731707,0.12195121951219512,0.7032520325203252,0.09349593495934959,0
610248,17,45211,565,0.6831858407079646,0.03185840707964602,0.736283185840708,0.184070796460177,0
610132,47,29261,227,0.34801762114537443,0.8414096916299559,0.07488986784140969,0.03524229074889868,1
609720,46,46221,4476,0.35344057193923145,0.06478999106344951,0.34629133154602326,0.3831546023235031,4
610282,26,26301,355,0.8394366197183099,0.7915492957746478,0.18028169014084508,0.008450704225352112,2
610563,59,46551,1005,0.9154228855721394,0.01691542288557214,0.9562189054726368,0.004975124378109453,3
609762,72,46401,426,0.8380281690140845,0.9647887323943662,0.02112676056338028,0.002347417840375587,5
610089,16,24621,493,0.48884381338742394,0.04462474645030426,0.5862068965517241,0.31237322515212984,2
400071,65,66471,423,0.7612293144208038,0.9550827423167849,0.028368794326241134,0.004728132387706856,2
400136,47,66621,83,0.7108433734939759,0.7710843373493976,0.20481927710843373,0.012048192771084338,2
610391,65,46511,1390,0.5230215827338129,0.6935251798561151,0.26187050359712233,0.02805755395683453,3
609897,65,23031,247,0.7935222672064778,0.8461538461538461,0.1417004048582996,0.004048582995951417,3
610083,36,30051,316,0.25316455696202533,0.06962025316455696,0.4525316455696203,0.34177215189873417,3
609952,56,23431,303,0.7755775577557755,0.026402640264026403,0.8679867986798679,0.036303630363036306,1
400086,66,66441,155,0.8903225806451613,0.9741935483870968,0.012903225806451613,0.012903225806451613,7
609715,55,46181,1716,0.9213286713286714,0.03263403263403263,0.8298368298368298,0.014568764568764568,3
609815,39,22371,597,0.7738693467336684,0.9597989949748744,0.02680067001675042,0.0033500837520938024,4
609901,12,23071,455,0.12747252747252746,0.01098901098901099,0.1956043956043956,0.5758241758241758,1
610121,29,24881,292,0.6986301369863014,0.8116438356164384,0.11643835616438356,0.04794520547945205,3
609939,45,23321,392,0.7474489795918368,0.9642857142857143,0.03316326530612245,0.002551020408163265,1
400118,30,66575,347,0.8731988472622478,0.9827089337175793,0.01440922190201729,0.002881844380403458,1
609863,25,22791,292,0.3767123287671233,0.0958904109589041,0.22602739726027396,0.6404109589041096,2
400050,56,66271,409,0.7383863080684596,0.029339853300733496,0.8899755501222494,0.061124694376528114,2
609803,57,22261,631,0.10301109350237718,0.02694136291600634,0.1537242472266244,0.6656101426307448,1
610178,47,25391,176,0.75,0.9545454545454546,0.03977272727272727,0.005681818181818182,3
609729,16,46281,1279,0.856137607505864,0.09147771696637999,0.8334636434714621,0.03831118060985145,2
609748,32,49041,184,0.6684782608695652,0.7554347826086957,0.23369565217391305,0.005434782608695652,0
400153,55,66602,543,0.8342541436464088,0.009208103130755065,0.988950276243094,0.001841620626151013,0
610357,32,46461,75,0.9066666666666666,0.0,0.9866666666666667,0.0,2
610112,66,31181,354,0.7966101694915254,0.9858757062146892,0.011299435028248588,0.0,2
609947,59,23391,327,0.7920489296636085,0.2599388379204893,0.46788990825688076,0.26605504587155965,3
610024,32,24051,819,0.8400488400488401,0.031746031746031744,0.9572649572649573,0.007326007326007326,2
610530,39,22251,254,0.610236220472441,0.9645669291338582,0.027559055118110236,0.0,0
609796,11,22201,970,0.3731958762886598,0.04020618556701031,0.34845360824742266,0.36597938144329895,10
610097,21,24681,593,0.7706576728499157,0.026981450252951095,0.954468802698145,0.011804384485666104,2
610171,42,25331,466,0.7703862660944206,0.5429184549356223,0.43776824034334766,0.004291845493562232,5
609832,53,22501,611,0.502454991816694,0.03436988543371522,0.6939443535188216,0.25859247135842883,2
400173,55,66801,454,0.7819383259911894,0.04185022026431718,0.9229074889867841,0.022026431718061675,0
610316,44,26441,194,0.6030927835051546,0.9432989690721649,0.04639175257731959,0.0,4
400126,24,66109,72,0.7638888888888888,0.375,0.5138888888888888,0.027777777777777776,4
609988,16,23731,455,0.789010989010989,0.035164835164835165,0.8241758241758241,0.07252747252747253,2
610158,26,29271,427,0.5714285714285714,0.3793911007025761,0.4964871194379391,0.08430913348946135,2
610385,32,55181,263,0.8479087452471483,0.17110266159695817,0.8212927756653993,0.0038022813688212928,4
609709,61,46141,330,0.8393939393939394,0.3242424242424242,0.6575757575757576,0.00909090909090909,3
610055,28,24371,170,0.8764705882352941,0.9529411764705882,0.047058823529411764,0.0,5
400119,27,66641,242,0.8801652892561983,0.9752066115702479,0.02066115702479339,0.0,1
609891,1,22991,257,0.8054474708171206,1.0,0.0,0.0,3
400094,42,63081,325,0.9415384615384615,0.5476923076923077,0.4,0.009230769230769232,3
609808,45,22301,445,0.8292134831460675,0.9438202247191011,0.051685393258426963,0.0022471910112359553,3
609907,28,29051,355,0.8253521126760563,0.9887323943661972,0.008450704225352112,0.0028169014084507044,3
610034,30,31161,224,0.8348214285714286,0.96875,0.022321428571428572,0.008928571428571428,2
610126,1,29251,418,0.7129186602870813,0.9521531100478469,0.02631578947368421,0.009569377990430622,2
609679,19,53041,1150,0.888695652173913,0.2382608695652174,0.7356521739130435,0.017391304347826087,3
610054,48,24361,647,0.7727975270479135,0.1035548686244204,0.8639876352395672,0.02009273570324575,1
400131,25,66615,97,0.7938144329896907,0.28865979381443296,0.6804123711340206,0.020618556701030927,2
609873,30,31041,118,0.8559322033898306,0.8983050847457628,0.09322033898305085,0.0,1
609680,37,70020,1230,0.3024390243902439,0.08943089430894309,0.24390243902439024,0.37642276422764226,3
610076,25,24551,431,0.6774941995359629,0.14385150812064965,0.7378190255220418,0.08584686774941995,3
400168,42,66951,514,0.7645914396887159,0.8988326848249028,0.09533073929961089,0.0,0
609842,61,22601,808,0.8131188118811881,0.028465346534653466,0.9628712871287128,0.0024752475247524753,2
610048,37,24311,251,0.8286852589641435,0.9601593625498008,0.035856573705179286,0.0,3
610096,61,24671,978,0.8292433537832311,0.006134969325153374,0.9734151329243353,0.0081799591002045,3
609867,33,22831,404,0.8663366336633663,0.022277227722772276,0.9702970297029703,0.0024752475247524753,3
610199,50,26751,195,0.6717948717948717,0.9538461538461539,0.046153846153846156,0.0,1
610225,50,25831,273,0.6923076923076923,0.8717948717948718,0.01098901098901099,0.003663003663003663,0
609904,26,23101,440,0.7454545454545455,0.9636363636363636,0.031818181818181815,0.0022727272727272726,1
609820,57,22421,492,0.13617886178861788,0.014227642276422764,0.16869918699186992,0.6300813008130082,3
610125,33,24931,431,0.765661252900232,0.02320185614849188,0.951276102088167,0.016241299303944315,2
400022,25,63051,598,0.520066889632107,0.3394648829431438,0.3896321070234114,0.16387959866220736,4
609849,73,22651,350,0.18,0.06285714285714286,0.2342857142857143,0.6685714285714286,1
400092,51,66076,254,0.7401574803149606,0.9330708661417323,0.023622047244094488,0.0,1
610030,8,31151,260,0.6269230769230769,0.8153846153846154,0.06538461538461539,0.038461538461538464,4
400169,19,66149,1094,0.783363802559415,0.10054844606946983,0.8848263254113345,0.008226691042047532,0
610533,19,22581,743,0.8411843876177658,0.029609690444145357,0.955585464333782,0.005383580080753701,2
610206,53,25661,920,0.6760869565217391,0.016304347826086956,0.8847826086956522,0.0891304347826087,2
610109,69,29241,265,0.5433962264150943,0.9773584905660377,0.01509433962264151,0.0,1
609874,75,22871,1096,0.5812043795620438,0.028284671532846715,0.13777372262773724,0.6587591240875912,2
610226,61,26721,738,0.7926829268292683,0.016260162601626018,0.9634146341463414,0.01084010840108401,3
609786,41,22101,232,0.7456896551724138,0.9870689655172413,0.008620689655172414,0.0,3
610032,72,24131,304,0.756578947368421,0.9802631578947368,0.013157894736842105,0.0,2
609807,69,32021,464,0.8038793103448276,0.46120689655172414,0.5193965517241379,0.010775862068965518,1
610016,71,23971,280,0.32857142857142857,0.8678571428571429,0.02857142857142857,0.1,3
610234,23,25911,284,0.8204225352112676,0.23591549295774647,0.6971830985915493,0.04225352112676056,2
609966,32,23531,231,0.8311688311688312,0.12987012987012986,0.8398268398268398,0.012987012987012988,2
609921,32,23231,219,0.7579908675799086,0.0273972602739726,0.908675799086758,0.0593607305936073,2
609862,42,22771,265,0.7320754716981132,0.9471698113207547,0.045283018867924525,0.0,2
609983,59,23681,480,0.7854166666666667,0.01875,0.96875,0.010416666666666666,1
400059,30,66092,418,0.9473684210526315,0.9688995215311005,0.019138755980861243,0.0023923444976076554,3
610380,4,55161,71,0.9154929577464789,0.971830985915493,0.014084507042253521,0.0,3
609724,20,46241,1610,0.7888198757763976,0.14782608695652175,0.48074534161490684,0.13229813664596274,3
610287,69,32081,355,0.752112676056338,0.8056338028169014,0.18028169014084508,0.005633802816901409,1
609912,11,23161,486,0.5267489711934157,0.043209876543209874,0.43415637860082307,0.35185185185185186,3
400111,70,66564,463,0.7602591792656588,0.978401727861771,0.01511879049676026,0.0021598272138228943,0
610092,26,24641,236,0.7584745762711864,0.864406779661017,0.1271186440677966,0.0,2
609769,34,49101,238,0.9201680672268907,0.3739495798319328,0.5378151260504201,0.029411764705882353,0
400123,26,66106,102,0.7941176470588235,0.9411764705882353,0.0392156862745098,0.00980392156862745,2
610068,19,24461,1154,0.7686308492201039,0.03119584055459272,0.9471403812824957,0.011265164644714038,2
610543,61,46101,1213,0.9043693322341303,0.00989282769991756,0.9719703215169002,0.009068425391591096,3
610098,24,24691,582,0.7800687285223368,0.14604810996563575,0.8384879725085911,0.010309278350515464,3
609883,67,22931,479,0.755741127348643,0.9853862212943633,0.014613778705636743,0.0,2
400039,25,66331,378,0.798941798941799,0.15343915343915343,0.8015873015873016,0.023809523809523808,1
609692,40,53061,1142,0.9133099824868651,0.9842381786339754,0.00788091068301226,0.0,2
609730,76,47061,1508,0.7241379310344828,0.2625994694960212,0.4005305039787798,0.1770557029177719,3
400053,25,66145,643,0.7900466562986003,0.2255054432348367,0.7371695178849145,0.02177293934681182,3
400135,32,66619,120,0.775,0.058333333333333334,0.925,0.008333333333333333,2
610139,47,25041,302,0.7748344370860927,0.7947019867549668,0.19536423841059603,0.006622516556291391,2
609834,32,22521,609,0.8423645320197044,0.0016420361247947454,0.9950738916256158,0.0016420361247947454,2
610299,66,26371,242,0.8636363636363636,0.9545454545454546,0.03305785123966942,0.004132231404958678,2
610170,55,20071,768,0.76953125,0.0078125,0.9739583333333334,0.01171875,2
609853,23,22701,379,0.6464379947229552,0.09762532981530343,0.6807387862796834,0.1741424802110818,2
609779,20,22081,1236,0.7483818770226537,0.2783171521035599,0.37459546925566345,0.09466019417475728,1
400101,55,66398,408,0.8333333333333334,0.0024509803921568627,0.9852941176470589,0.012254901960784314,0
610104,36,24761,659,0.2731411229135053,0.024279210925644917,0.2943854324734446,0.6054628224582701,1
400141,31,66625,172,0.7267441860465116,0.26744186046511625,0.5290697674418605,0.05813953488372093,1
609959,35,23481,527,0.7552182163187856,0.127134724857685,0.03415559772296015,0.003795066413662239,3
610342,25,29371,313,0.7380191693290735,0.20766773162939298,0.7476038338658147,0.03514376996805112,2
610218,44,25761,250,0.804,0.992,0.008,0.0,0
610133,24,24991,251,0.8167330677290837,0.8286852589641435,0.16733067729083664,0.0,1
610179,15,25401,751,0.5912117177097204,0.02663115845539281,0.6564580559254327,0.24500665778961384,2
610268,40,26191,363,0.7107438016528925,0.9834710743801653,0.008264462809917356,0.0,2
610128,72,24951,238,0.8487394957983193,0.9831932773109243,0.012605042016806723,0.0,3
609951,5,23421,354,0.692090395480226,0.9661016949152542,0.025423728813559324,0.002824858757062147,1
609898,64,23041,1029,0.8396501457725948,0.03498542274052478,0.9504373177842566,0.009718172983479106,2
609827,40,29021,308,0.7337662337662337,0.9805194805194806,0.016233766233766232,0.0,1
610215,32,41041,254,0.9330708661417323,0.003937007874015748,0.9960629921259843,0.0,2
610325,22,41091,513,0.8011695906432749,0.07017543859649122,0.8908382066276803,0.009746588693957114,2
609941,65,29111,331,0.7945619335347432,0.8368580060422961,0.16012084592145015,0.0030211480362537764,2
610592,66,46691,781,0.8668373879641486,0.9001280409731114,0.09218950064020487,0.002560819462227913,0
609719,57,46211,1335,0.7925093632958802,0.14232209737827714,0.7198501872659177,0.08464419475655431,3
610504,56,26891,135,0.3037037037037037,0.044444444444444446,0.7851851851851852,0.02962962962962963,4
610063,32,24431,445,0.7617977528089888,0.006741573033707865,0.9730337078651685,0.017977528089887642,2
400026,72,66075,352,0.6136363636363636,0.9744318181818182,0.005681818181818182,0.0,0
609761,47,46391,288,0.8715277777777778,0.9513888888888888,0.041666666666666664,0.003472222222222222,4
610040,19,24221,842,0.7434679334916865,0.020190023752969122,0.9572446555819477,0.011876484560570071,2
400082,22,66393,401,0.8428927680798005,0.012468827930174564,0.9800498753117207,0.004987531172069825,1
610163,77,30081,236,0.1016949152542373,0.00423728813559322,0.2584745762711864,0.6398305084745762,0
609735,59,53121,211,0.8199052132701422,0.4075829383886256,0.45023696682464454,0.0947867298578199,3
610363,31,29401,1448,0.5669889502762431,0.5089779005524862,0.2058011049723757,0.1408839779005525,5
609695,6,46031,1488,0.4092741935483871,0.07728494623655914,0.4314516129032258,0.36626344086021506,2
610402,46,46521,130,0.7076923076923077,0.2076923076923077,0.5692307692307692,0.13846153846153847,3
610088,23,24611,487,0.8193018480492813,0.06365503080082136,0.9034907597535934,0.028747433264887063,2
610188,45,25491,203,0.7093596059113301,0.9901477832512315,0.0049261083743842365,0.0,2
400159,19,66661,444,0.7612612612612613,0.024774774774774775,0.9617117117117117,0.009009009009009009,0
400178,26,66911,770,0.8441558441558441,0.951948051948052,0.04415584415584416,0.0,0
609956,62,23461,389,0.6915167095115681,0.028277634961439587,0.8946015424164524,0.07455012853470437,2
610144,22,25101,555,0.7963963963963964,0.021621621621621623,0.9351351351351351,0.023423423423423424,2
609856,52,22731,548,0.7554744525547445,0.17883211678832117,0.7299270072992701,0.060218978102189784,0
610173,66,25351,207,0.7874396135265701,0.9565217391304348,0.033816425120772944,0.0,4
609811,48,22331,227,0.6519823788546255,0.6872246696035242,0.29955947136563876,0.013215859030837005,0
609972,14,23591,889,0.766029246344207,0.0359955005624297,0.8413948256467941,0.05849268841394826,2
400117,70,66574,481,0.7817047817047817,0.975051975051975,0.010395010395010396,0.004158004158004158,3
610274,30,26231,225,0.8355555555555556,0.9155555555555556,0.05333333333333334,0.013333333333333334,3
609772,49,22021,559,0.7209302325581395,0.03398926654740608,0.9302325581395349,0.03577817531305903,0
610239,59,25951,479,0.8455114822546973,0.0918580375782881,0.8977035490605428,0.008350730688935281,3
610152,67,25181,321,0.7570093457943925,0.9595015576323987,0.028037383177570093,0.006230529595015576,2
610569,77,65013,169,0.7041420118343196,0.11834319526627218,0.5502958579881657,0.20118343195266272,2
610013,33,31141,216,0.7916666666666666,0.10648148148148148,0.875,0.009259259259259259,2
610223,65,25811,401,0.7880299251870324,0.912718204488778,0.08728179551122195,0.0,2
610561,29,46641,306,0.9019607843137255,0.8594771241830066,0.12745098039215685,0.006535947712418301,4
610174,55,25361,469,0.767590618336887,0.008528784648187633,0.9722814498933902,0.019189765458422176,2
610355,31,30141,219,0.7351598173515982,0.547945205479452,0.3059360730593607,0.0684931506849315,2
610254,30,26051,274,0.8576642335766423,0.9343065693430657,0.051094890510948905,0.0,2
609797,28,22211,256,0.84375,0.953125,0.046875,0.0,1
400139,41,66623,306,0.8986928104575164,0.9183006535947712,0.06862745098039216,0.0032679738562091504,4
610529,25,24731,488,0.7049180327868853,0.4733606557377049,0.36065573770491804,0.1168032786885246,2
610051,19,41121,491,0.8615071283095723,0.032586558044806514,0.9389002036659878,0.018329938900203666,2
610586,49,22631,635,0.7338582677165354,0.05196850393700787,0.9181102362204724,0.025196850393700787,2
610208,45,25671,337,0.7537091988130564,0.973293768545994,0.02373887240356083,0.0,3
610597,29,26931,150,0.58,0.3333333333333333,0.4533333333333333,0.16666666666666666,0
609830,26,22491,425,0.6988235294117647,0.8352941176470589,0.15294117647058825,0.004705882352941176,2
610129,33,24961,291,0.845360824742268,0.044673539518900345,0.9243986254295533,0.030927835051546393,2
609753,73,47091,780,0.5025641025641026,0.5064102564102564,0.21666666666666667,0.25769230769230766,3
609674,41,53011,647,0.8222565687789799,0.9629057187017002,0.02472952086553323,0.0030911901081916537,3
610308,29,30121,110,0.6,0.5,0.4090909090909091,0.03636363636363636,2
400062,70,66053,347,0.8501440922190202,0.9769452449567724,0.01440922190201729,0.0,2
610195,71,25561,567,0.30864197530864196,0.5202821869488536,0.1164021164021164,0.31393298059964725,0
610390,15,45221,457,0.7067833698030634,0.0437636761487965,0.7768052516411379,0.1400437636761488,4
400114,25,66601,220,0.8545454545454545,0.05454545454545454,0.9181818181818182,0.022727272727272728,3
400181,39,69228,554,0.7166064981949458,0.9368231046931408,0.03429602888086643,0.0,3
400151,28,66566,170,0.7647058823529411,0.9470588235294117,0.03529411764705882,0.0,4
400013,22,66254,262,0.8625954198473282,0.04198473282442748,0.9580152671755725,0.0,3
609869,65,22841,184,0.8804347826086957,0.8641304347826086,0.13043478260869565,0.005434782608695652,3
610547,39,46631,508,0.7618110236220472,0.9586614173228346,0.03346456692913386,0.0,3
609996,58,23821,401,0.713216957605985,0.11221945137157108,0.5361596009975063,0.1745635910224439,2
609791,66,22161,348,0.8362068965517241,0.9597701149425287,0.03735632183908046,0.0028735632183908046,1
610200,42,25601,274,0.8394160583941606,0.7956204379562044,0.1897810218978102,0.0072992700729927005,4
609933,10,31081,229,0.7554585152838428,0.6550218340611353,0.21397379912663755,0.06986899563318777,10
610056,30,24381,219,0.8493150684931506,0.9726027397260274,0.0273972602739726,0.0,1
610281,39,26291,556,0.7805755395683454,0.9622302158273381,0.02697841726618705,0.0017985611510791368,4
610227,32,25841,592,0.8243243243243243,0.0016891891891891893,0.9915540540540541,0.006756756756756757,0
610350,44,29381,388,0.6649484536082474,0.9742268041237113,0.020618556701030927,0.0,3
609917,72,23201,268,0.8022388059701493,0.9813432835820896,0.014925373134328358,0.0,2
610077,64,24571,504,0.8194444444444444,0.2876984126984127,0.7003968253968254,0.007936507936507936,3
610518,26,46621,176,0.8181818181818182,0.9545454545454546,0.03977272727272727,0.005681818181818182,3
610093,40,24651,250,0.78,0.956,0.024,0.012,2
610207,71,29311,239,0.5564853556485355,0.9790794979079498,0.012552301255230125,0.0,4
610099,36,24711,338,0.1301775147928994,0.0029585798816568047,0.3609467455621302,0.5473372781065089,2
609732,19,46291,1131,0.7851458885941645,0.16445623342175067,0.7603890362511052,0.05481874447391689,3
