sch_id,ca_id,fin_id,tot_student,perc_low_income,perc_black_stu,perc_hisp_stu,perc_white_stu,bus_count,School ID,School Name,Network,2018,2019,2021,2022,pre_cov_att,post_cov_att,att_diff_pp,comm_area_x,med_age,covid_idx,perc_chg_pop,perc_white,perc_black_hispanic,perc_other_races,perc_pop_lforce,perc_emp,med_inc,inc_p_cap,med_rent,perc_hh_comp,perc_hh_internet,highly_walkable_pop_pct,highly_walkable_emp_pct,comm_area_y,pop,long,lat,low_bw_rate,uninsured_rate,adq_child_care,perc_vacant_units,perc_sing_par_hh,comm_belong_16_18,comm_belong_20_21,perc_hh_stamps,perc_not_getting_stamps,rent_burdened_hh,homicide_rate,drug_induced_dt_rate
609725,74,46251,1075,0.7488372093023256,0.9674418604651164,0.0223255813953488,0.0046511627906976,2,609725.0,MORGAN PARK HS,Network 16,83.075,83.775,79.9,69.625,83.42500000000001,74.7625,-8.662500000000009,Mount Greenwood,37.9686243,30.5,-1.0201912858661,81.1411889596603,13.715498938428874,5.143312101910823,50.10084925690022,95.58215912702616,97760.69519,41850.44559,1091.58805,93.16788321167884,91.4014598540146,0.916029746,0.819865772,Mount Greenwood,18633,-87.713189,41.694876,6.1,2.709618218,88.8,4.666783763,3.752676671,81.0,48.26745058,2.411666127,92.54922668,27.42519335,4.5,14.2
609908,74,23131,245,0.7959183673469388,0.9714285714285714,0.0204081632653061,0.0040816326530612,1,609908.0,ESMOND,Network 10,91.6,92.7,85.7,84.1,92.15,84.9,-7.25,Mount Greenwood,37.9686243,30.5,-1.0201912858661,81.1411889596603,13.715498938428874,5.143312101910823,50.10084925690022,95.58215912702616,97760.69519,41850.44559,1091.58805,93.16788321167884,91.4014598540146,0.916029746,0.819865772,Mount Greenwood,18633,-87.713189,41.694876,6.1,2.709618218,88.8,4.666783763,3.752676671,81.0,48.26745058,2.411666127,92.54922668,27.42519335,4.5,14.2
609871,74,26731,344,0.1715116279069767,0.1511627906976744,0.4331395348837209,0.3837209302325581,0,609871.0,VICK,Network 10,86.7,85.9,86.1,79.9,86.30000000000001,83.0,-3.300000000000012,Mount Greenwood,37.9686243,30.5,-1.0201912858661,81.1411889596603,13.715498938428874,5.143312101910823,50.10084925690022,95.58215912702616,97760.69519,41850.44559,1091.58805,93.16788321167884,91.4014598540146,0.916029746,0.819865772,Mount Greenwood,18633,-87.713189,41.694876,6.1,2.709618218,88.8,4.666783763,3.752676671,81.0,48.26745058,2.411666127,92.54922668,27.42519335,4.5,14.2
610176,74,25381,391,0.7953964194373402,0.9616368286445012,0.0204603580562659,0.0,2,610176.0,SHOOP,Network 13,86.0,88.5,84.3,84.8,87.25,84.55,-2.700000000000003,Mount Greenwood,37.9686243,30.5,-1.0201912858661,81.1411889596603,13.715498938428874,5.143312101910823,50.10084925690022,95.58215912702616,97760.69519,41850.44559,1091.58805,93.16788321167884,91.4014598540146,0.916029746,0.819865772,Mount Greenwood,18633,-87.713189,41.694876,6.1,2.709618218,88.8,4.666783763,3.752676671,81.0,48.26745058,2.411666127,92.54922668,27.42519335,4.5,14.2
609682,59,53051,273,0.8644688644688645,0.4139194139194139,0.5274725274725275,0.0036630036630036,3,609682.0,RICHARDS HS,Network 16,77.6,78.575,66.925,74.7,78.0875,70.8125,-7.275000000000006,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
610148,59,25151,814,0.8513513513513513,0.0159705159705159,0.9766584766584766,0.0024570024570024,3,610148.0,CHAVEZ,ISP,89.9,93.3,90.9,84.8,91.6,87.85,-3.75,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
610167,59,25301,451,0.8536585365853658,0.0199556541019955,0.9623059866962306,0.0088691796008869,2,610167.0,SEWARD,Network 8,90.3,89.6,84.2,76.9,89.94999999999999,80.55000000000001,-9.399999999999975,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
609964,59,23511,542,0.8247232472324724,0.0719557195571955,0.9077490774907748,0.011070110701107,3,609964.0,HAMLINE,Network 8,92.7,90.9,81.1,78.4,91.8,79.75,-12.050000000000011,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
609993,59,23791,320,0.8125,0.0625,0.91875,0.00625,1,609993.0,LARA,ISP,90.5,87.2,81.6,73.5,88.85,77.55,-11.299999999999995,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
610563,59,46551,1005,0.9154228855721394,0.0169154228855721,0.9562189054726368,0.0049751243781094,3,610563.0,BACK OF THE YARDS HS,ISP,93.25,91.35,86.9,84.35,92.3,85.625,-6.674999999999997,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
609947,59,23391,327,0.7920489296636085,0.2599388379204893,0.4678899082568807,0.2660550458715596,3,609947.0,GRAHAM ES,Network 6,86.3,81.8,77.1,77.7,84.05,77.4,-6.649999999999992,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
609983,59,23681,480,0.7854166666666667,0.01875,0.96875,0.0104166666666666,1,609983.0,HEDGES,Network 8,90.3,86.8,87.5,79.6,88.55,83.55,-5.0,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
609735,59,53121,211,0.8199052132701422,0.4075829383886256,0.4502369668246445,0.0947867298578199,3,609735.0,TILDEN HS,Network 16,81.55,81.65,62.025,69.375,81.6,65.7,-15.899999999999991,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
610239,59,25951,479,0.8455114822546973,0.0918580375782881,0.8977035490605428,0.0083507306889352,3,610239.0,DALEY,Network 8,88.9,92.2,76.4,82.1,90.55,79.25,-11.300000000000011,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
610172,59,25341,221,0.7737556561085973,0.8054298642533937,0.1900452488687782,0.0,2,610172.0,SHERMAN,Network 8,82.8,88.5,80.5,77.9,85.65,79.2,-6.450000000000003,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
609929,59,23281,301,0.8338870431893688,0.2990033222591362,0.6843853820598007,0.0033222591362126,3,609929.0,FULTON,Network 8,88.4,88.7,75.9,83.3,88.55000000000001,79.6,-8.950000000000017,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
610386,59,67021,147,0.8707482993197279,0.3129251700680272,0.673469387755102,0.0068027210884353,0,610386.0,PEACE AND EDUCATION HS,ISP,86.36666666666667,85.39999999999999,74.03333333333335,78.10000000000001,85.88333333333333,76.06666666666668,-9.816666666666649,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
609885,59,22951,240,0.8416666666666667,0.8791666666666667,0.1083333333333333,0.0083333333333333,3,609885.0,DEWEY,Network 8,91.3,89.7,78.6,79.2,90.5,78.9,-11.599999999999994,McKinley Park,38.90544707,36.8,-0.2443302844255106,15.413879050242688,53.96825396825397,30.61786698150334,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,McKinley Park,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
609737,13,47081,1635,0.6422018348623854,0.0996941896024464,0.5535168195718655,0.1620795107033639,4,609737.0,VON STEUBEN HS,Network 14,93.125,91.5,88.375,87.375,92.3125,87.875,-4.4375,North Park,38.3153431,40.6,-5.158258615102085,48.74508135701372,20.9667127512496,30.28820589173668,48.54301818568542,94.9392047321722,60362.90323,32506.85239,1070.766129,92.83568639231,89.2610393511565,0.996644087,0.998506855,North Park,17522,-87.723578,41.983651,7.4,9.698526393,72.0,7.873939201,4.107817455,73.0,66.36286842,14.42116185,58.81033776,39.79154524,4.2,8.1
610182,13,25431,341,0.4134897360703812,0.0586510263929618,0.1818181818181818,0.4017595307917888,1,610182.0,SOLOMON,Network 1,85.0,84.5,91.2,79.2,84.75,85.2,0.4500000000000028,North Park,38.3153431,40.6,-5.158258615102085,48.74508135701372,20.9667127512496,30.28820589173668,48.54301818568542,94.9392047321722,60362.90323,32506.85239,1070.766129,92.83568639231,89.2610393511565,0.996644087,0.998506855,North Park,17522,-87.723578,41.983651,7.4,9.698526393,72.0,7.873939201,4.107817455,73.0,66.36286842,14.42116185,58.81033776,39.79154524,4.2,8.1
609749,13,46061,1041,0.3544668587896253,0.0557156580211335,0.287223823246878,0.3813640730067243,2,609749.0,NORTHSIDE PREP HS,Network 14,94.1,93.6,94.375,91.4,93.85,92.8875,-0.9624999999999916,North Park,38.3153431,40.6,-5.158258615102085,48.74508135701372,20.9667127512496,30.28820589173668,48.54301818568542,94.9392047321722,60362.90323,32506.85239,1070.766129,92.83568639231,89.2610393511565,0.996644087,0.998506855,North Park,17522,-87.723578,41.983651,7.4,9.698526393,72.0,7.873939201,4.107817455,73.0,66.36286842,14.42116185,58.81033776,39.79154524,4.2,8.1
609744,13,49021,264,0.7386363636363636,0.178030303030303,0.5378787878787878,0.1969696969696969,0,609744.0,NORTHSIDE LEARNING HS,Network 14,90.975,91.5,83.25,85.3,91.2375,84.275,-6.962499999999992,North Park,38.3153431,40.6,-5.158258615102085,48.74508135701372,20.9667127512496,30.28820589173668,48.54301818568542,94.9392047321722,60362.90323,32506.85239,1070.766129,92.83568639231,89.2610393511565,0.996644087,0.998506855,North Park,17522,-87.723578,41.983651,7.4,9.698526393,72.0,7.873939201,4.107817455,73.0,66.36286842,14.42116185,58.81033776,39.79154524,4.2,8.1
400034,13,66241,891,0.77665544332211,0.0673400673400673,0.611672278338945,0.159371492704826,2,400034.0,CICS - NORTHTOWN HS,Charter,93.975,93.975,98.35,89.175,93.975,93.7625,-0.2125000000000056,North Park,38.3153431,40.6,-5.158258615102085,48.74508135701372,20.9667127512496,30.28820589173668,48.54301818568542,94.9392047321722,60362.90323,32506.85239,1070.766129,92.83568639231,89.2610393511565,0.996644087,0.998506855,North Park,17522,-87.723578,41.983651,7.4,9.698526393,72.0,7.873939201,4.107817455,73.0,66.36286842,14.42116185,58.81033776,39.79154524,4.2,8.1
610127,13,24941,838,0.5477326968973747,0.0751789976133651,0.3520286396181384,0.2947494033412888,1,610127.0,PETERSON,Network 1,86.8,86.9,94.6,85.3,86.85,89.94999999999999,3.0999999999999943,North Park,38.3153431,40.6,-5.158258615102085,48.74508135701372,20.9667127512496,30.28820589173668,48.54301818568542,94.9392047321722,60362.90323,32506.85239,1070.766129,92.83568639231,89.2610393511565,0.996644087,0.998506855,North Park,17522,-87.723578,41.983651,7.4,9.698526393,72.0,7.873939201,4.107817455,73.0,66.36286842,14.42116185,58.81033776,39.79154524,4.2,8.1
609804,20,22271,732,0.755464480874317,0.1038251366120218,0.3961748633879781,0.1256830601092896,1,609804.0,BOONE,Network 2,91.9,92.4,91.1,84.3,92.15,87.69999999999999,-4.450000000000017,Hermosa,35.34880148,50.3,-10.576780139735394,9.890774079350688,87.0439925743643,3.0652333462850123,55.12671070241333,94.05591667319288,54773.13975,24226.59958,1010.831889,85.88282078472959,81.74708377518559,1.0,1.0,Hermosa,24127,-87.734741,41.924353,7.0,17.63434935,72.9,7.713896868,7.986754053,73.2,42.43893158,16.75398256,70.21060386,44.46595794,6.6,20.2
610542,20,22381,627,0.7256778309409888,0.1307814992025518,0.215311004784689,0.3189792663476874,0,610542.0,WEST RIDGE,ISP,90.6,92.0,92.4,82.9,91.3,87.65,-3.649999999999992,Hermosa,35.34880148,50.3,-10.576780139735394,9.890774079350688,87.0439925743643,3.0652333462850123,55.12671070241333,94.05591667319288,54773.13975,24226.59958,1010.831889,85.88282078472959,81.74708377518559,1.0,1.0,Hermosa,24127,-87.734741,41.924353,7.0,17.63434935,72.9,7.713896868,7.986754053,73.2,42.43893158,16.75398256,70.21060386,44.46595794,6.6,20.2
609724,20,46241,1610,0.7888198757763976,0.1478260869565217,0.4807453416149068,0.1322981366459627,3,609724.0,MATHER HS,Network 14,88.0,89.55,82.6,82.55,88.775,82.57499999999999,-6.200000000000017,Hermosa,35.34880148,50.3,-10.576780139735394,9.890774079350688,87.0439925743643,3.0652333462850123,55.12671070241333,94.05591667319288,54773.13975,24226.59958,1010.831889,85.88282078472959,81.74708377518559,1.0,1.0,Hermosa,24127,-87.734741,41.924353,7.0,17.63434935,72.9,7.713896868,7.986754053,73.2,42.43893158,16.75398256,70.21060386,44.46595794,6.6,20.2
609779,20,22081,1236,0.7483818770226537,0.2783171521035599,0.3745954692556634,0.0946601941747572,1,609779.0,ARMSTRONG G,ISP,91.6,89.4,91.8,81.2,90.5,86.5,-4.0,Hermosa,35.34880148,50.3,-10.576780139735394,9.890774079350688,87.0439925743643,3.0652333462850123,55.12671070241333,94.05591667319288,54773.13975,24226.59958,1010.831889,85.88282078472959,81.74708377518559,1.0,1.0,Hermosa,24127,-87.734741,41.924353,7.0,17.63434935,72.9,7.713896868,7.986754053,73.2,42.43893158,16.75398256,70.21060386,44.46595794,6.6,20.2
400121,20,66134,518,0.7625482625482626,0.4980694980694981,0.4536679536679536,0.0193050193050193,0,400121.0,ACERO - DE LA CRUZ,Charter,93.825,92.0,85.9,82.375,92.9125,84.1375,-8.774999999999991,Hermosa,35.34880148,50.3,-10.576780139735394,9.890774079350688,87.0439925743643,3.0652333462850123,55.12671070241333,94.05591667319288,54773.13975,24226.59958,1010.831889,85.88282078472959,81.74708377518559,1.0,1.0,Hermosa,24127,-87.734741,41.924353,7.0,17.63434935,72.9,7.713896868,7.986754053,73.2,42.43893158,16.75398256,70.21060386,44.46595794,6.6,20.2
610011,20,23931,794,0.593198992443325,0.070528967254408,0.3211586901763224,0.2921914357682619,2,610011.0,JAMIESON,Network 2,91.0,88.2,91.3,89.0,89.6,90.15,0.5500000000000114,Hermosa,35.34880148,50.3,-10.576780139735394,9.890774079350688,87.0439925743643,3.0652333462850123,55.12671070241333,94.05591667319288,54773.13975,24226.59958,1010.831889,85.88282078472959,81.74708377518559,1.0,1.0,Hermosa,24127,-87.734741,41.924353,7.0,17.63434935,72.9,7.713896868,7.986754053,73.2,42.43893158,16.75398256,70.21060386,44.46595794,6.6,20.2
609859,20,22751,1011,0.7467853610286844,0.1503461918892186,0.2700296735905044,0.1177052423343224,0,609859.0,CLINTON,ISP,92.8,92.8,92.5,83.8,92.8,88.15,-4.649999999999992,Hermosa,35.34880148,50.3,-10.576780139735394,9.890774079350688,87.0439925743643,3.0652333462850123,55.12671070241333,94.05591667319288,54773.13975,24226.59958,1010.831889,85.88282078472959,81.74708377518559,1.0,1.0,Hermosa,24127,-87.734741,41.924353,7.0,17.63434935,72.9,7.713896868,7.986754053,73.2,42.43893158,16.75398256,70.21060386,44.46595794,6.6,20.2
610147,20,25141,699,0.5679542203147353,0.1945636623748211,0.3505007153075822,0.1759656652360515,4,610147.0,ROGERS,ISP,85.0,86.4,89.3,80.7,85.7,85.0,-0.7000000000000028,Hermosa,35.34880148,50.3,-10.576780139735394,9.890774079350688,87.0439925743643,3.0652333462850123,55.12671070241333,94.05591667319288,54773.13975,24226.59958,1010.831889,85.88282078472959,81.74708377518559,1.0,1.0,Hermosa,24127,-87.734741,41.924353,7.0,17.63434935,72.9,7.713896868,7.986754053,73.2,42.43893158,16.75398256,70.21060386,44.46595794,6.6,20.2
610107,25,24791,325,0.796923076923077,0.32,0.5907692307692308,0.0461538461538461,3,610107.0,OTIS,Network 6,85.0,87.8,82.0,74.9,86.4,78.45,-7.950000000000003,Austin,36.97618685,52.9,-17.84270848400793,5.284360438820696,92.72979710327851,1.9858424579007727,45.4513899845382,86.61020087012868,35555.36685,21384.81546,978.327787,77.13863484273924,70.85935757305376,0.997275537,0.925599082,Austin,96753,-87.763117,41.894113,14.2,10.91563407,59.6,12.34270104,11.69814983,58.0,33.48612072,34.36138284,39.00671061,59.53000212,60.3,63.6
610029,25,0,160,0.5875,0.24375,0.6375,0.06875,1,610029.0,LOZANO,Network 6,93.3,92.4,89.8,78.1,92.85,83.94999999999999,-8.900000000000006,Austin,36.97618685,52.9,-17.84270848400793,5.284360438820696,92.72979710327851,1.9858424579007727,45.4513899845382,86.61020087012868,35555.36685,21384.81546,978.327787,77.13863484273924,70.85935757305376,0.997275537,0.925599082,Austin,96753,-87.763117,41.894113,14.2,10.91563407,59.6,12.34270104,11.69814983,58.0,33.48612072,34.36138284,39.00671061,59.53000212,60.3,63.6
610520,25,29101,581,0.2908777969018933,0.2030981067125645,0.4216867469879518,0.2685025817555938,2,610520.0,LASALLE II,ISP,88.7,87.8,87.9,81.5,88.25,84.7,-3.549999999999997,Austin,36.97618685,52.9,-17.84270848400793,5.284360438820696,92.72979710327851,1.9858424579007727,45.4513899845382,86.61020087012868,35555.36685,21384.81546,978.327787,77.13863484273924,70.85935757305376,0.997275537,0.925599082,Austin,96753,-87.763117,41.894113,14.2,10.91563407,59.6,12.34270104,11.69814983,58.0,33.48612072,34.36138284,39.00671061,59.53000212,60.3,63.6
