year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,teachers_fte_crdc,teachers_uncertified_fte,support_fte,counselors_fte,social_workers_fte,psychologists_fte,law_enforcement_fte,security_guard_fte,salaries_teachers,salaries_instructional_aides,salaries_support,salaries_administration
mixed - most recent,1.74E+11,Okawville Grade School,IL,West Washington Co CUD 10,Primary,Regular school,No,20,0,2,0,0,0,0,0,2048574,236266,78280,80000
mixed - most recent,1.74E+11,Okawville Jr/Sr High School,IL,West Washington Co CUD 10,High,Regular school,No,20,0,8,1,0,0,0,0,2947314,236265.938,359792,273397.5
mixed - most recent,1.71E+11,OKeeffe Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,35,1,4,1,0,0,0,6,1737637,279933.938,231299.438,251393
mixed - most recent,1.74E+11,Old Orchard Jr High School,IL,Skokie SD 68,Middle,Regular school,No,59,0,5,0,3,1.3,0.5,0,4615614,158371.625,241848.547,232690
mixed - most recent,1.73E+11,Old Post Elementary School,IL,CUSD 308,Primary,Regular school,No,35,0,2.5,0,1,0,0,0,2250731,103014.312,168995.875,156238.75
mixed - most recent,1.71E+11,Old Quarry Middle Sch,IL,Lemont-Bromberek CSD 113A,Middle,Regular school,No,53,0,6,0,3,1,0,0,2906277,188937.312,197437.016,202739.312
mixed - most recent,1.72E+11,Olive C Martin School,IL,Lake Villa CCSD 41,Primary,Regular school,No,43,0,8.6,0,1,1,0,0,2360096,88176.719,385999.031,139952.859
mixed - most recent,1.70E+11,Olive-Mary Stitt School,IL,Arlington Heights SD 25,Primary,Regular school,No,38,0,6.45,0,1,1,0,0,2537784,60562.391,444812.938,279436
mixed - most recent,1.74E+11,Oliver Julian Kendall Elem School,IL,Indian Prairie CUSD 204,Primary,Regular school,No,20,0,4.6,0,0.4,0.4,0,0,1585711,111650.508,350032.875,140237.359
mixed - most recent,1.71E+11,Oliver McCracken Middle School,IL,Skokie SD 73-5,Middle,Regular school,No,29,0,7.7,1,1.5,0.6,0,0,2254413,107471.047,607261.188,451591
mixed - most recent,1.71E+11,Oliver Parks 6th Grade School,IL,Cahokia CUSD 187,Middle,Regular school,No,16,0,3,0,1,0.5,0,0.1,822728,35523.238,97495.047,91931
mixed - most recent,1.73E+11,Oliver W Holmes Elem School,IL,Oak Park ESD 97,Primary,Regular school,No,48,0,2.5,0,1,1,0,0,3013562,125328,88489.477,123633
mixed - most recent,1.74E+11,Oliver W Holmes Middle School,IL,Wheeling CCSD 21,Middle,Regular school,No,62,0,8.86,0,2.5,1,0,0,4424391,-2,730571.25,330117.531
mixed - most recent,1.70E+11,Olney C Allen Elem School,IL,Aurora East USD 131,Primary,Regular school,No,51,0,2,0,1,0.5,0,0,3001331,119245,46915,209890
mixed - most recent,1.74E+11,Olson Elementary School,IL,Woodstock CUSD 200,Primary,Regular school,No,26,0,1.91,0,1,0,0,0,1343372,18094,115676,154408
mixed - most recent,1.72E+11,Olson Park Elem School,IL,Harlem UD 122,Primary,Regular school,No,21,0,3,0,1,0.5,0,0,1460586,23330.359,199877.188,97298.758
mixed - most recent,1.73E+11,Olympia High School,IL,Olympia CUSD 16,High,Regular school,No,40,40,1,2,0,0,0,0,1933667,113473.281,42589.789,351859
mixed - most recent,1.73E+11,Olympia Middle School,IL,Olympia CUSD 16,Middle,Regular school,No,24,24,0,1,0,0,0,0,1084248,146120.734,-2,90165
mixed - most recent,1.73E+11,Olympia North Elem Sch,IL,Olympia CUSD 16,Primary,Regular school,No,18,18,1,0,0,0,0,0,915941,156548.656,15018.08,70550
mixed - most recent,1.73E+11,Olympia South Elem Sch,IL,Olympia CUSD 16,Primary,Regular school,No,19,18,1,0,0,0,0,0,868939,111640.938,17376.039,77239
mixed - most recent,1.73E+11,Olympia West Elem Sch,IL,Olympia CUSD 16,Primary,Regular school,No,16,16,1,0,0,0,0,0,792477,127826.156,18701.76,68500
mixed - most recent,1.71E+11,Ombudsman Chicago - Roseland HS,IL,City of Chicago SD 299,High,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.71E+11,Ombudsman Chicago Northwest,IL,City of Chicago SD 299,High,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.71E+11,Ombudsman Chicago South,IL,City of Chicago SD 299,High,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.71E+11,Ombudsman Chicago West,IL,City of Chicago SD 299,High,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.71E+11,Onahan Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,34,0,2,1,0,0,3,0,2389020,212779.172,79880.398,267174
mixed - most recent,1.73E+11,Online Learning Academy,IL,Peoria SD 150,Other,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.71E+11,Ontarioville Elem School,IL,SD U-46,Primary,Regular school,No,29,1,1.01,0,1,1,0,0,1607959,23954.961,43210.988,114163.75
mixed - most recent,1.71E+11,Opdyke-Belle Rive Grade Sch,IL,Opdyke-Belle-Rive CCSD 5,Primary,Regular school,No,13,0,4,0,0,0,0,0,400000,52000,38000,160000
mixed - most recent,1.73E+11,Orangeville Elem School,IL,Orangeville CUSD 203,Primary,Regular school,No,16,0,5.61,0,0,0,0,0,786406,74030,129891,57569
mixed - most recent,1.73E+11,Orangeville High School,IL,Orangeville CUSD 203,High,Regular school,No,10,0,4.82,0.5,0,0,0,0,452165,-2,89414.242,79261.383
mixed - most recent,1.73E+11,Orangeville Jr High School,IL,Orangeville CUSD 203,Middle,Regular school,No,7,0,3.8,0.5,0,0,0,0,285925,24025.721,70506.953,62813.68
mixed - most recent,1.71E+11,Orchard Place Elem School,IL,CCSD 62,Primary,Regular school,No,32,0,6,0,1,2,0,0,2328069,144424.375,222756.656,89898.25
mixed - most recent,1.73E+11,Oregon Elem Sch,IL,Oregon CUSD 220,Primary,Regular school,No,54,0,2,1,1,0,0,0,1591763,221595.906,102451,141687.5
mixed - most recent,1.73E+11,Oregon High School,IL,Oregon CUSD 220,High,Regular school,No,24,0,2,2,0,0,0,0,1200432,80796.359,152740.219,96636
mixed - most recent,1.74E+11,Orenic Intermediate School,IL,Troy CCSD 30C,Middle,Regular school,No,66,0,4.25,0,2,0,0,0,3191018,287064.531,144866.344,234203.734
mixed - most recent,1.71E+11,Oriole Park Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,45,0,3,1,0,0,0,2,2793620,279123.406,117677.906,144951
mixed - most recent,1.73E+11,Orion High School,IL,Orion CUSD 223,High,Regular school,No,20,0,1.3,1,0.3,0.3,0,0,1115650,59292.672,64561.73,208867.281
mixed - most recent,1.73E+11,Orion Middle School,IL,Orion CUSD 223,Middle,Regular school,No,19,0,1.3,1,0.3,0.3,0,0,1002281,44404.672,79726.227,143807.641
mixed - most recent,1.73E+11,Orland Center School,IL,Orland SD 135,Primary,Regular school,No,30,0,10.17,0,2,0.5,0,0,2141827,335740.531,611346.75,213600.953
mixed - most recent,1.73E+11,Orland Jr High School,IL,Orland SD 135,Middle,Regular school,No,37,0,5.4,0,2,0.8,0,0,3005777,174628.219,381051.938,307724
mixed - most recent,1.73E+11,Orland Park Elem School,IL,Orland SD 135,Primary,Regular school,No,27,0,9.11,0,1,0.9,0,0,2105414,172981.234,595585.188,244559.703
mixed - most recent,1.71E+11,Orozco Elem Fine Arts & Sciences,IL,City of Chicago SD 299,Primary,Regular school,No,36,0,4,1,0,0,0,1,2043615,453463.156,209721.234,245864
mixed - most recent,1.71E+11,Orr Academy High School,IL,City of Chicago SD 299,High,Regular school,No,23,0,9,2,0,0,0,4,1066874,73008.383,411660.281,136591
mixed - most recent,1.71E+11,Orrington Elem School,IL,Evanston CCSD 65,Primary,Regular school,No,29,0,5,0,1,1,0,0,2331673,147474.031,320666.531,130219.773
mixed - most recent,1.71E+11,Ortiz De Dominguez Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,31,0,5,1,0,0,1,0,1835874,374774.406,215973.625,271600.031
mixed - most recent,1.73E+11,Oster-Oakview  School,IL,New Lenox SD 122,Middle,Regular school,No,21,0,4,0,1,0.5,0,0,1253776,163203,189232,165559
mixed - most recent,1.73E+11,Oswego East High School,IL,CUSD 308,High,Regular school,No,156,0,18,9,4,2,0,0,11285864,214661.031,1239827.5,719419.312
mixed - most recent,1.70E+11,Oswego GOAL,IL,Grundy/Kendall ROE,High,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.73E+11,Oswego High School,IL,CUSD 308,High,Regular school,No,170,0,21.5,10,4,2,0,0,12468582,462580.75,1591671.125,836600.125
mixed - most recent,1.71E+11,Otis Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,32,0,2,1,0,0,0,1,1676873,498422.375,81199.133,260095
mixed - most recent,1.70E+11,Otis P Graves Elem School,IL,Summit SD 104,Primary,Regular school,No,36,0,1.5,0,1,0.5,0,0,1675063,187492,26092,305383
mixed - most recent,1.71E+11,OToole Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,21,0,3,1,0,0,0,2,1144428,120384.727,132747.484,264948
mixed - most recent,1.73E+11,Ottawa Township High School,IL,Ottawa Twp HSD 140,High,Regular school,No,93,0,21.5,5,1,1,2,0,4743085,-2,1140208.625,544573.5
mixed - most recent,1.71E+11,Otter Creek Elem School,IL,SD U-46,Primary,Regular school,No,34,1,1.75,0,1,0,0,0,2056862,36979.398,115745.391,186800
mixed - most recent,1.74E+11,Outlook Academy,IL,Thornton Twp HSD 205,High,Other/alternative school,No,13,0,2,1,1,0,0,5,908914,58042,159126.312,118150
mixed - most recent,1.71E+11,Owen Elem Scholastic Academy,IL,City of Chicago SD 299,Primary,Regular school,No,16,0,4,1,0,0,0,1,1088836,71265.398,154038.047,234273
mixed - most recent,1.74E+11,Owen Elementary School,IL,Indian Prairie CUSD 204,Primary,Regular school,No,36,0,7.8,0,0.9,0,0,0,2490655,269196.438,537153.312,138737.797
mixed - most recent,1.74E+11,Owen Marsh Elem School,IL,Springfield SD 186,Primary,Regular school,No,21,0,2.5,0,1,0.33,0,0,1030454,-2,155841,92549
mixed - most recent,1.71E+11,Owens Community Academy ES,IL,City of Chicago SD 299,Primary,Regular school,No,26,1,7.65,1,0,0,0,3,1499837,193804.812,326588.812,260713
mixed - most recent,1.73E+11,P H Miller Elem School,IL,Plano CUSD 88,Primary,Regular school,No,27,0,23,0,0,0,0,0,1032022,109863.008,85328.461,96481.242
mixed - most recent,1.71E+11,P L Bolin Elem School,IL,East Peoria SD 86,Primary,Regular school,No,11,0,31,0.16,0.33,0.14,0,0,525196,37734,90566,86935
mixed - most recent,1.70E+11,P R I D E School,IL,A E R O  Spec Educ Coop,Missing/not reported,Special education school,No,14,0,24,0,9,0,1,0,983613,392771.75,1573988.875,341495.562
mixed - most recent,1.70E+11,PACE Alternative School,IL,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,High,Other/alternative school,No,1,0,0,1,0.33,0,0,0,33667,8302,-2,702
mixed - most recent,1.70E+11,Pace Elementary,IL,Exc Children Have Opportunities,Primary,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,PAEC Academy,IL,Proviso Area Exceptional Child,Missing/not reported,Special education school,No,8,0,0,0,0.6,0.55,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.70E+11,PAEC Alternative Elementary,IL,Proviso Area Exceptional Child,Missing/not reported,Special education school,No,6,0,0.23,0,2,0.2,0.25,0,Not applicable,-2,0,-2
mixed - most recent,1.70E+11,PAEC Alternative High School,IL,Proviso Area Exceptional Child,Missing/not reported,Special education school,No,10,0,0,0,3.4,0.4,0.5,0,Not applicable,-2,-2,-2
