,School_ID,Wards,crime_capita,Year,Attendance
2370,609694,15,0.1123636363636363,2016,90.675
2377,609718,15,0.1137818181818181,2017,87.675
2380,609694,15,0.1137818181818181,2017,92.425
2387,609718,15,0.1041272727272727,2018,88.975
2390,609694,15,0.1041272727272727,2018,91.775
2397,609718,15,0.0694181818181818,2019,89.325
2400,609694,15,0.0694181818181818,2019,91.275
2417,609718,15,0.0542545454545454,2021,82.3
2420,609694,15,0.0542545454545454,2021,93.575
2427,609718,15,0.0583272727272727,2022,80.1
2430,609694,15,0.0583272727272727,2022,91.525
2439,609730,16,0.1573090909090909,2013,90.575
2444,609730,16,0.1378181818181818,2014,91.35
2449,609730,16,0.1292545454545454,2015,92.0
2454,609730,16,0.1244545454545454,2016,90.25
2459,609730,16,0.1177090909090909,2017,88.025
2464,609730,16,0.1242363636363636,2018,90.175
2469,609730,16,0.1447454545454545,2019,89.6
2479,609730,16,0.1116545454545454,2021,88.0
2484,609730,16,0.1064909090909091,2022,82.925
2491,609716,17,0.1881818181818181,2013,78.35
2495,609708,17,0.1881818181818181,2013,85.225
2496,609716,17,0.1724,2014,76.35000000000001
2500,609708,17,0.1724,2014,87.1
2501,609716,17,0.1711636363636363,2015,80.4
2505,609708,17,0.1711636363636363,2015,88.55
2506,609716,17,0.1578181818181818,2016,79.8
2510,609708,17,0.1578181818181818,2016,88.95
2511,609716,17,0.1591818181818181,2017,83.05000000000001
2515,609708,17,0.1591818181818181,2017,85.1
2516,609716,17,0.1620181818181818,2018,82.05
2520,609708,17,0.1620181818181818,2018,86.525
2521,609716,17,0.1529272727272727,2019,81.17500000000001
2525,609708,17,0.1529272727272727,2019,83.375
2531,609716,17,0.1188,2021,97.65
2535,609708,17,0.1188,2021,72.975
2536,609716,17,0.1213636363636363,2022,73.025
2540,609708,17,0.1213636363636363,2022,74.575
2553,609720,18,0.0910181818181818,2013,94.375
2554,609719,18,0.0910181818181818,2013,88.275
2555,610402,18,0.0910181818181818,2013,96.65
2563,609720,18,0.084490909090909,2014,93.675
2564,609719,18,0.084490909090909,2014,91.3
2565,610402,18,0.084490909090909,2014,94.0
2573,609720,18,0.0790363636363636,2015,93.975
2574,609719,18,0.0790363636363636,2015,89.6
2575,610402,18,0.0790363636363636,2015,95.3
2583,609720,18,0.0868363636363636,2016,93.625
2584,609719,18,0.0868363636363636,2016,88.55000000000001
2585,610402,18,0.0868363636363636,2016,96.05
2593,609720,18,0.0813272727272727,2017,94.1
2594,609719,18,0.0813272727272727,2017,89.25
2595,610402,18,0.0813272727272727,2017,95.6
2603,609720,18,0.0757636363636363,2018,93.3
2604,609719,18,0.0757636363636363,2018,88.1
2605,610402,18,0.0757636363636363,2018,95.1
2613,609720,18,0.0691090909090909,2019,92.725
2614,609719,18,0.0691090909090909,2019,85.225
2615,610402,18,0.0691090909090909,2019,94.1
2633,609720,18,0.0525818181818181,2021,93.25
2634,609719,18,0.0525818181818181,2021,78.925
2635,610402,18,0.0525818181818181,2021,93.7
2643,609720,18,0.0588,2022,90.775
2644,609719,18,0.0588,2022,77.45
2645,610402,18,0.0588,2022,91.55
2661,610390,19,0.0466727272727272,2013,92.15
2662,609766,19,0.0466727272727272,2013,86.5
2669,610390,19,0.0433272727272727,2014,92.325
2670,609766,19,0.0433272727272727,2014,88.675
2677,610390,19,0.0437454545454545,2015,92.225
2678,609766,19,0.0437454545454545,2015,89.675
2685,610390,19,0.0431818181818181,2016,92.575
2686,609766,19,0.0431818181818181,2016,88.67500000000001
2693,610390,19,0.0413636363636363,2017,90.025
2694,609766,19,0.0413636363636363,2017,88.225
2701,610390,19,0.0408,2018,91.35
2702,609766,19,0.0408,2018,88.575
2709,610390,19,0.0367636363636363,2019,90.15
2710,609766,19,0.0367636363636363,2019,85.975
2725,610390,19,0.0346545454545454,2021,84.125
2726,609766,19,0.0346545454545454,2021,82.775
2733,610390,19,0.0371272727272727,2022,86.5
2734,609766,19,0.0371272727272727,2022,83.825
2760,609728,20,0.1758,2013,85.875
2764,610568,20,0.154090909090909,2014,73.275
2771,609728,20,0.154090909090909,2014,83.675
2775,610568,20,0.1474545454545454,2015,77.35
2782,609728,20,0.1474545454545454,2015,86.875
2786,610568,20,0.1409090909090909,2016,36.625
2793,609728,20,0.1409090909090909,2016,85.625
2797,610568,20,0.1412,2017,49.35
2804,609728,20,0.1412,2017,86.675
2808,610568,20,0.1383272727272727,2018,76.825
2815,609728,20,0.1383272727272727,2018,88.875
2819,610568,20,0.1467818181818181,2019,79.9
2826,609728,20,0.1467818181818181,2019,89.35
2841,610568,20,0.1220909090909091,2021,75.05
2848,609728,20,0.1220909090909091,2021,82.625
2852,610568,20,0.1323272727272727,2022,52.2
2859,609728,20,0.1323272727272727,2022,79.0
