,School ID,Year,Network,Attendance
1441,610518,2018,Network 15,87.075
1442,610518,2019,Network 15,79.475
1443,610518,2021,Network 15,41.35
1444,610518,2022,Network 15,65.1
1445,610524,2013,Network 15,90.85
1446,610524,2014,Network 15,88.30000000000001
1447,610524,2015,Network 15,90.85
1448,610524,2016,Network 15,91.125
1449,610524,2017,Network 15,88.275
1450,610524,2018,Network 15,90.6
1451,610524,2019,Network 15,90.725
1452,610524,2021,Network 15,80.275
1453,610524,2022,Network 15,83.9
1454,610529,2013,Network 15,89.85
1455,610529,2014,Network 15,89.525
1456,610529,2015,Network 15,91.925
1457,610529,2016,Network 15,92.8
1458,610529,2017,Network 15,92.775
1459,610529,2018,Network 15,93.325
1460,610529,2019,Network 15,90.275
1461,610529,2021,Network 15,84.875
1462,610529,2022,Network 15,82.65
1463,610543,2013,AUSL,91.7
1464,610543,2014,AUSL,93.175
1465,610543,2015,AUSL,93.725
1466,610543,2016,AUSL,94.45
1467,610543,2017,AUSL,94.1
1468,610543,2018,AUSL,93.975
1469,610543,2019,AUSL,94.1
1470,610543,2021,AUSL,83.625
1471,610543,2022,AUSL,87.575
1472,610547,2013,Network 17,89.44999999999999
1473,610547,2014,Network 17,90.8
1474,610547,2015,Network 17,88.05
1475,610547,2016,Network 17,90.075
1476,610547,2017,Network 17,89.8
1477,610547,2018,Network 17,90.525
1478,610547,2019,Network 17,88.925
1479,610547,2021,Network 17,77.7
1480,610547,2022,Network 17,78.9
1481,610557,2013,Options,86.66666666666667
1482,610557,2014,Options,70.95
1483,610557,2015,Options,83.95
1484,610557,2016,Options,45.2
1485,610557,2017,Options,48.45
1486,610557,2018,Options,69.15
1487,610557,2019,Options,72.325
1488,610557,2021,Options,67.6
1489,610557,2022,Options,53.825
1490,610558,2013,Network 16,95.3
1491,610558,2014,Network 16,94.05
1492,610558,2015,Network 16,92.76666666666667
1493,610558,2016,Network 16,91.4
1494,610558,2017,Network 16,89.25
1495,610558,2018,Network 16,89.125
1496,610558,2019,Network 16,87.475
1497,610558,2021,Network 16,84.4
1498,610558,2022,Network 16,84.225
1500,610561,2014,Network 15,94.3
1501,610561,2015,Network 15,93.15
1502,610561,2016,Network 15,95.0
1503,610561,2017,Network 15,90.425
1504,610561,2018,Network 15,91.95
1505,610561,2019,Network 15,84.32499999999999
1506,610561,2021,Network 15,73.1
1507,610561,2022,Network 15,74.325
1509,610563,2014,ISP,95.8
1510,610563,2015,ISP,96.6
1511,610563,2016,ISP,95.96666666666665
1512,610563,2017,ISP,94.0
1513,610563,2018,ISP,93.25
1514,610563,2019,ISP,91.35
1515,610563,2021,ISP,86.9
1516,610563,2022,ISP,84.35
1518,610564,2014,Network 14,92.3
1519,610564,2015,Network 14,90.80000000000001
1520,610564,2016,Network 14,89.60000000000001
1521,610564,2017,Network 14,86.67500000000001
1522,610564,2018,Network 14,88.15
1523,610564,2019,Network 14,88.125
1524,610564,2021,Network 14,86.875
1525,610564,2022,Network 14,82.55
1527,610565,2014,Options,61.6
1528,610565,2015,Options,69.05
1529,610565,2016,Options,76.275
1530,610565,2017,Options,71.925
1531,610565,2018,Options,72.0
1532,610565,2019,Options,71.17500000000001
1533,610565,2021,Options,68.625
1534,610565,2022,Options,75.325
1536,610568,2014,Options,73.275
1537,610568,2015,Options,77.35
1538,610568,2016,Options,36.625
1539,610568,2017,Options,49.35
1540,610568,2018,Options,76.825
1541,610568,2019,Options,79.9
1542,610568,2021,Options,75.05
1543,610568,2022,Options,52.2
1545,610569,2014,Options,57.5
1546,610569,2015,Options,56.775
1547,610569,2016,Options,45.45
1548,610569,2017,Options,45.85
1549,610569,2018,Options,51.4
1550,610569,2019,Options,64.35
1551,610569,2021,Options,58.9
1552,610569,2022,Options,61.775
1555,610570,2015,Options,52.75
1556,610570,2016,Options,55.2
1557,610570,2017,Options,56.125
1558,610570,2018,Options,58.650000000000006
1559,610570,2019,Options,54.975
1560,610570,2021,Options,51.0
1561,610570,2022,Options,38.125
1563,610571,2014,Options,40.05
1564,610571,2015,Options,47.95
1565,610571,2016,Options,46.5
1566,610571,2017,Options,48.825
1567,610571,2018,Options,50.975
1568,610571,2019,Options,54.975
1569,610571,2021,Options,49.1
1570,610571,2022,Options,40.375
1572,610573,2014,Options,69.85
1573,610573,2015,Options,62.5
1574,610573,2016,Options,72.47500000000001
1575,610573,2017,Options,64.525
1576,610573,2018,Options,57.025
1577,610573,2019,Options,67.8
1579,610573,2022,Options,80.9
1584,610587,2017,Network 17,92.5
1585,610587,2018,Network 17,92.0
1586,610587,2019,Network 17,92.06666666666668
1587,610587,2021,Network 17,79.05
1588,610587,2022,Network 17,83.75
1596,610592,2021,Network 16,70.8
1597,610592,2022,Network 16,68.63333333333334
1605,610593,2021,Options,46.150000000000006
1606,610593,2022,Options,51.025
1614,610594,2021,Options,63.325
1615,610594,2022,Options,49.474999999999994
