,sch_id,ca_id,fin_id,tot_student,perc_low_income,perc_black_his_stu,School Name_x,pre_cov_att,post_cov_att,att_diff_pp,school_name,teachers_fte_crdc,counselors_fte,social_workers_fte,psychologists_fte,salaries_teachers,teachers_per_100_stu,help_per_100_stu,salary_per_teach,Student Mobility Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Teacher Retention Rate,dolla_per_student,pre_att_bucket,post_att_bucket
130,609708,15,46131,583,0.823327615780446,0.9451114922813036,FOREMAN HS,84.95,73.775,11.174999999999995,,,,,,,,,,,,,,16444.576329331045,low,low
131,400051,25,66141,652,0.7868098159509203,0.9539877300613496,NOBLE - NOBLE HS,94.45,77.1,17.349999999999994,,,,,,,,,,,,,,15826.789877300613,high,low
132,609764,33,46421,1593,0.8939108600125549,0.9692404268675456,JUAREZ HS,85.11250000000001,77.94999999999999,7.162500000000023,,,,,,,,,,,,,,11409.842435655995,low,high
133,609754,1,70070,227,0.8810572687224669,0.9559471365638766,CHICAGO MILITARY HS,90.8625,82.5,8.362499999999997,Chicago Military Academy HS,22.0,1.0,0.0,0.0,1390556.0,9.691629955947135,0.4405286343612335,63207.09090909091,1.5,57.3,0.7,85.2,21466.39207048458,high,high
134,400035,10,66281,601,0.8252911813643927,0.7986688851913477,CHICAGO MATH & SCIENCE HS,95.1875,94.4625,0.7249999999999943,Chicago Math & Sci Elem Charter,48.0,2.0,0.4,0.2,1611375.0,7.986688851913477,0.4326123128119801,33570.3125,3.0,13.2,1.6,80.7,14658.430948419302,high,high
135,610386,59,67021,147,0.8707482993197279,0.9863945578231292,PEACE AND EDUCATION HS,85.1625,76.06666666666668,9.095833333333315,Peace and Education Coalition HS,20.0,2.0,0.0,0.0,349406.0,13.60544217687075,1.3605442176870748,17470.3,,,,,26836.251700680274,low,low
136,400156,47,66576,623,0.8330658105939005,0.9951845906902088,NOBLE - BUTLER HS,93.0125,74.23750000000001,18.774999999999977,,,,,,,,,,,,,,13905.293739967898,high,low
137,400179,54,66579,1043,0.8657718120805369,0.9923298178331736,NOBLE - MANSUETO HS,95.075,83.94999999999999,11.125,Noble St Chtr - Mansueto,25.0,2.0,1.0,2.2,1173422.0,2.3969319271332696,0.49856184084372,46936.88,1.7,67.6,0.1,47.9,15831.98945349952,high,high
138,609691,24,46431,1066,0.8911819887429644,0.9765478424015008,NORTH-GRAND HS,88.275,80.425,7.850000000000008,North-Grand High School,63.0,4.0,0.0,0.0,3440251.0,5.909943714821764,0.3752345215759849,54607.15873015873,4.7,60.7,2.3,95.8,11920.01688555347,high,high
139,610557,69,65018,291,0.6769759450171822,0.9209621993127148,PATHWAYS - ASHBURN HS,70.73750000000001,60.7125,10.025000000000013,,,,,,,,,,,,,,14833.329896907217,low,low
140,400145,1,66629,97,0.8144329896907216,0.9690721649484536,YCCS - YOUTH CONNECTION,59.675,47.016666666666666,12.658333333333331,YCCS-Youth Connection Leadership Academy,12.0,2.0,0.0,0.0,415595.0,12.371134020618555,2.061855670103093,34632.916666666664,61.8,96.5,19.3,69.2,762.9690721649484,low,low
141,610571,29,65015,155,0.7806451612903226,0.9806451612903224,OMBUDSMAN - WEST HS,52.975,44.7375,8.237500000000004,,,,,,,,,,,,,,22809.21935483871,low,low
142,609678,38,47021,1929,0.3727319854847071,0.4380508035251426,JONES HS,92.2,90.1375,2.0625,,,,,,,,,,,,,,8935.274753758424,high,high
143,609728,14,46271,1072,0.7985074626865671,0.8395522388059702,ROOSEVELT HS,89.1125,80.8125,8.299999999999997,,,,,,,,,,,,,,11785.759328358208,high,high
144,609783,29,30011,164,0.6707317073170732,0.9695121951219512,JEFFERSON HS,97.9,95.25,2.6500000000000057,,,,,,,,,,,,,,53469.29268292683,high,high
145,400106,66,66148,471,0.832271762208068,0.989384288747346,NOBLE - JOHNSON HS,87.51249999999999,69.825,17.687499999999986,,,,,,,,,,,,,,15435.053078556264,high,low
146,609746,5,46361,2299,0.5628534145280557,0.8995215311004785,KENWOOD HS,92.3625,89.0625,3.300000000000012,,,,,,,,,,,,,,8243.951718138322,high,high
147,610392,32,52011,342,0.9064327485380116,0.9912280701754386,WORLD LANGUAGE HS,90.775,86.25,4.525000000000006,World Language High School,23.0,2.0,0.0,0.0,1393999.0,6.725146198830409,0.5847953216374269,60608.65217391304,3.9,56.8,2.0,97.9,14704.266081871345,high,high
148,400133,38,66617,455,0.8637362637362638,0.9758241758241758,YCCS - INNOVATIONS,51.2375,52.35,-1.1124999999999972,YCCS-Innovations of Arts Integr HS,14.0,1.0,0.0,0.0,535292.0,3.076923076923077,0.2197802197802197,38235.142857142855,52.4,89.1,11.1,71.4,190.27692307692308,low,low
149,400162,16,66691,975,0.8615384615384616,0.96,INTRINSIC HS,93.425,90.4625,2.9624999999999915,,,,,,,,,,,,,,15966.037948717949,high,high
150,400175,39,63143,189,0.7883597883597884,0.9682539682539684,EXCEL SOUTH SHORE HS,74.7125,71.8125,2.9000000000000057,,,,,,,,,,,,,,15600.10582010582,low,low
151,610564,16,26921,747,0.6104417670682731,0.7724230254350736,DISNEY II HS,88.1375,84.7125,3.424999999999997,,,,,,,,,,,,,,16039.659973226238,high,high
