,School_ID,Wards,crime_capita,crime_class,Year,Attendance,Network
1010,610244,7,0.1265272727272727,High,2018,91.325,ISP
1023,610244,7,0.1372545454545454,High,2019,89.775,ISP
1049,610244,7,0.1158545454545454,High,2021,71.25,ISP
1062,610244,7,0.1369454545454545,High,2022,70.925,ISP
1090,400085,8,0.1574363636363636,High,2013,97.075,Charter
1091,609756,8,0.1574363636363636,High,2013,87.925,Network 15
1096,610543,8,0.1574363636363636,High,2013,91.7,AUSL
1110,400085,8,0.1451272727272727,High,2014,95.025,Charter
1111,609756,8,0.1451272727272727,High,2014,89.8,Network 15
1116,610543,8,0.1451272727272727,High,2014,93.175,AUSL
1120,400149,8,0.1451272727272727,High,2014,95.6,Charter
1130,400085,8,0.1312,High,2015,93.4,Charter
1131,609756,8,0.1312,High,2015,87.525,Network 15
1132,400173,8,0.1312,High,2015,87.475,Options
1136,610543,8,0.1312,High,2015,93.725,AUSL
1140,400149,8,0.1312,High,2015,95.7,Charter
1150,400085,8,0.1306727272727272,High,2016,93.4,Charter
1151,609756,8,0.1306727272727272,High,2016,87.95,Network 15
1152,400173,8,0.1306727272727272,High,2016,45.35,Options
1156,610543,8,0.1306727272727272,High,2016,94.45,AUSL
1160,400149,8,0.1306727272727272,High,2016,94.23333333333332,Charter
1170,400085,8,0.1282545454545454,High,2017,94.6,Charter
1171,609756,8,0.1282545454545454,High,2017,87.825,Network 15
1172,400173,8,0.1282545454545454,High,2017,43.575,Options
1176,610543,8,0.1282545454545454,High,2017,94.1,AUSL
1180,400149,8,0.1282545454545454,High,2017,90.05,Charter
1190,400085,8,0.1299454545454545,High,2018,93.25,Charter
1191,609756,8,0.1299454545454545,High,2018,88.275,Network 15
1192,400173,8,0.1299454545454545,High,2018,68.75,Options
1196,610543,8,0.1299454545454545,High,2018,93.975,AUSL
1200,400149,8,0.1299454545454545,High,2018,87.525,Charter
1210,400085,8,0.1483636363636363,High,2019,90.55,Charter
1211,609756,8,0.1483636363636363,High,2019,86.825,Network 15
1212,400173,8,0.1483636363636363,High,2019,75.8,Options
1216,610543,8,0.1483636363636363,High,2019,94.1,AUSL
1220,400149,8,0.1483636363636363,High,2019,87.975,Charter
1250,400085,8,0.1284727272727272,High,2021,81.85,Charter
1251,609756,8,0.1284727272727272,High,2021,82.875,Network 15
1252,400173,8,0.1284727272727272,High,2021,73.47500000000001,Options
1256,610543,8,0.1284727272727272,High,2021,83.625,AUSL
1260,400149,8,0.1284727272727272,High,2021,86.025,Charter
1270,400085,8,0.1341272727272727,High,2022,81.0,Charter
1271,609756,8,0.1341272727272727,High,2022,78.425,Network 15
1272,400173,8,0.1341272727272727,High,2022,57.275,Options
1276,610543,8,0.1341272727272727,High,2022,87.575,AUSL
1280,400149,8,0.1341272727272727,High,2022,82.375,Charter
1311,400064,9,0.142490909090909,High,2013,98.4,Charter
1312,610380,9,0.142490909090909,High,2013,89.325,Network 17
1313,609769,9,0.142490909090909,High,2013,88.975,Network 14
1316,610381,9,0.142490909090909,High,2013,88.05,Network 17
1317,609727,9,0.142490909090909,High,2013,78.175,AUSL
1319,400066,9,0.142490909090909,High,2013,97.35,Charter
1322,400124,9,0.142490909090909,High,2013,75.86666666666666,Options
1323,609754,9,0.142490909090909,High,2013,89.75,Network 17
1324,400145,9,0.142490909090909,High,2013,72.66666666666667,Options
1331,400064,9,0.1312363636363636,High,2014,96.825,Charter
1332,610380,9,0.1312363636363636,High,2014,88.525,Network 17
1333,609769,9,0.1312363636363636,High,2014,88.65,Network 14
1336,610381,9,0.1312363636363636,High,2014,86.32499999999999,Network 17
1337,609727,9,0.1312363636363636,High,2014,83.0,AUSL
1339,400066,9,0.1312363636363636,High,2014,92.925,Charter
1342,400124,9,0.1312363636363636,High,2014,79.06666666666666,Options
1343,609754,9,0.1312363636363636,High,2014,89.525,Network 17
1344,400145,9,0.1312363636363636,High,2014,59.875,Options
1351,400064,9,0.1198727272727272,High,2015,95.55,Charter
1352,610380,9,0.1198727272727272,High,2015,90.0,Network 17
1353,609769,9,0.1198727272727272,High,2015,87.525,Network 14
1356,610381,9,0.1198727272727272,High,2015,87.75,Network 17
1357,609727,9,0.1198727272727272,High,2015,75.775,AUSL
1359,400066,9,0.1198727272727272,High,2015,92.225,Charter
1362,400124,9,0.1198727272727272,High,2015,79.26666666666667,Options
1363,609754,9,0.1198727272727272,High,2015,89.15,Network 17
1364,400145,9,0.1198727272727272,High,2015,66.3,Options
1371,400064,9,0.1252545454545454,High,2016,94.325,Charter
1372,610380,9,0.1252545454545454,High,2016,88.475,Network 17
1373,609769,9,0.1252545454545454,High,2016,89.23333333333333,Network 14
1376,610381,9,0.1252545454545454,High,2016,87.4,Network 17
1377,609727,9,0.1252545454545454,High,2016,81.2,AUSL
1379,400066,9,0.1252545454545454,High,2016,92.2,Charter
1382,400124,9,0.1252545454545454,High,2016,73.0,Options
1383,609754,9,0.1252545454545454,High,2016,93.125,Network 17
1384,400145,9,0.1252545454545454,High,2016,64.0,Options
1391,400064,9,0.1275090909090909,High,2017,92.425,Charter
1392,610380,9,0.1275090909090909,High,2017,86.9,Network 17
1393,609769,9,0.1275090909090909,High,2017,81.0,Network 14
1396,610381,9,0.1275090909090909,High,2017,88.9,Network 17
1397,609727,9,0.1275090909090909,High,2017,80.25,AUSL
1399,400066,9,0.1275090909090909,High,2017,89.25,Charter
1402,400124,9,0.1275090909090909,High,2017,61.025000000000006,Options
1403,609754,9,0.1275090909090909,High,2017,91.65,Network 17
1404,400145,9,0.1275090909090909,High,2017,62.875,Options
1411,400064,9,0.1339636363636363,High,2018,92.75,Charter
1412,610380,9,0.1339636363636363,High,2018,86.425,Network 17
1413,609769,9,0.1339636363636363,High,2018,76.35,Network 14
1416,610381,9,0.1339636363636363,High,2018,82.6,Network 17
1417,609727,9,0.1339636363636363,High,2018,83.225,AUSL
1419,400066,9,0.1339636363636363,High,2018,89.9,Charter
1422,400124,9,0.1339636363636363,High,2018,59.35,Options
1423,609754,9,0.1339636363636363,High,2018,92.05,Network 17
1424,400145,9,0.1339636363636363,High,2018,62.45,Options
1431,400064,9,0.1434,High,2019,93.65,Charter
1432,610380,9,0.1434,High,2019,84.35,Network 17
1433,609769,9,0.1434,High,2019,87.3,Network 14
1436,610381,9,0.1434,High,2019,84.65,Network 17
1437,609727,9,0.1434,High,2019,81.4,AUSL
1439,400066,9,0.1434,High,2019,89.2,Charter
1442,400124,9,0.1434,High,2019,65.26666666666667,Options
1443,609754,9,0.1434,High,2019,89.675,Network 17
1444,400145,9,0.1434,High,2019,56.9,Options
1471,400064,9,0.1165818181818181,High,2021,78.325,Charter
1472,610380,9,0.1165818181818181,High,2021,79.925,Network 17
1473,609769,9,0.1165818181818181,High,2021,82.5,Network 14
1476,610381,9,0.1165818181818181,High,2021,84.075,Network 17
1477,609727,9,0.1165818181818181,High,2021,58.575,AUSL
1479,400066,9,0.1165818181818181,High,2021,70.5,Charter
1482,400124,9,0.1165818181818181,High,2021,71.3,Options
1483,609754,9,0.1165818181818181,High,2021,84.0,Network 17
1484,400145,9,0.1165818181818181,High,2021,35.06666666666667,Options
1491,400064,9,0.1226,High,2022,80.07499999999999,Charter
1492,610380,9,0.1226,High,2022,82.125,Network 17
1493,609769,9,0.1226,High,2022,81.0,Network 14
1496,610381,9,0.1226,High,2022,84.925,Network 17
1497,609727,9,0.1226,High,2022,61.075,AUSL
1499,400066,9,0.1226,High,2022,76.7,Charter
1502,400124,9,0.1226,High,2022,68.5,Options
1503,609754,9,0.1226,High,2022,81.0,Network 17
1504,400145,9,0.1226,High,2022,58.96666666666667,Options
1527,609676,10,0.0995636363636363,Medium,2013,82.125,Network 17
1533,400137,10,0.0995636363636363,Medium,2013,78.0,Options
1534,400105,10,0.0995636363636363,Medium,2013,96.33333333333331,Charter
1535,609751,10,0.0995636363636363,Medium,2013,89.15,Network 17
1537,609678,10,0.0995636363636363,Medium,2013,93.625,ISP
1539,609746,10,0.0995636363636363,Medium,2013,88.05,Network 17
1544,609676,10,0.0918181818181818,Medium,2014,89.25,Network 17
1550,400137,10,0.0918181818181818,Medium,2014,69.225,Options
1551,400105,10,0.0918181818181818,Medium,2014,92.925,Charter
1552,609751,10,0.0918181818181818,Medium,2014,92.05,Network 17
1554,609678,10,0.0918181818181818,Medium,2014,93.325,ISP
1556,609746,10,0.0918181818181818,Medium,2014,90.625,Network 17
1561,609676,10,0.0849818181818181,Medium,2015,80.8,Network 17
1567,400137,10,0.0849818181818181,Medium,2015,81.5,Options
1568,400105,10,0.0849818181818181,Medium,2015,90.475,Charter
1569,609751,10,0.0849818181818181,Medium,2015,93.025,Network 17
1571,609678,10,0.0849818181818181,Medium,2015,92.875,ISP
1573,609746,10,0.0849818181818181,Medium,2015,90.8,Network 17
1578,609676,10,0.0825454545454545,Medium,2016,85.375,Network 17
1584,400137,10,0.0825454545454545,Medium,2016,67.025,Options
1585,400105,10,0.0825454545454545,Medium,2016,91.175,Charter
1586,609751,10,0.0825454545454545,Medium,2016,92.95,Network 17
1588,609678,10,0.0825454545454545,Medium,2016,92.725,ISP
1590,609746,10,0.0825454545454545,Medium,2016,92.425,Network 17
1595,609676,10,0.0803636363636363,Medium,2017,84.5,Network 17
1596,610587,10,0.0803636363636363,Medium,2017,92.5,Network 17
1601,400137,10,0.0803636363636363,Medium,2017,77.0,Options
1602,400105,10,0.0803636363636363,Medium,2017,91.875,Charter
1603,609751,10,0.0803636363636363,Medium,2017,91.3,Network 17
1605,609678,10,0.0803636363636363,Medium,2017,92.4,ISP
1607,609746,10,0.0803636363636363,Medium,2017,92.175,Network 17
1612,609676,10,0.0747636363636363,Medium,2018,85.125,Network 17
1613,610587,10,0.0747636363636363,Medium,2018,92.0,Network 17
1618,400137,10,0.0747636363636363,Medium,2018,80.3,Options
1619,400105,10,0.0747636363636363,Medium,2018,92.075,Charter
1620,609751,10,0.0747636363636363,Medium,2018,90.0,Network 17
1622,609678,10,0.0747636363636363,Medium,2018,93.15,ISP
1624,609746,10,0.0747636363636363,Medium,2018,92.775,Network 17
1629,609676,10,0.0679454545454545,Medium,2019,85.025,Network 17
1630,610587,10,0.0679454545454545,Medium,2019,92.06666666666668,Network 17
1635,400137,10,0.0679454545454545,Medium,2019,77.275,Options
1636,400105,10,0.0679454545454545,Medium,2019,93.4,Charter
1637,609751,10,0.0679454545454545,Medium,2019,87.975,Network 17
1639,609678,10,0.0679454545454545,Medium,2019,91.25,ISP
1641,609746,10,0.0679454545454545,Medium,2019,91.95,Network 17
1663,609676,10,0.0656727272727272,Medium,2021,65.75,Network 17
1664,610587,10,0.0656727272727272,Medium,2021,79.05,Network 17
1669,400137,10,0.0656727272727272,Medium,2021,91.4,Options
1670,400105,10,0.0656727272727272,Medium,2021,90.625,Charter
1671,609751,10,0.0656727272727272,Medium,2021,92.225,Network 17
1673,609678,10,0.0656727272727272,Medium,2021,91.45,ISP
1675,609746,10,0.0656727272727272,Medium,2021,88.5,Network 17
1680,609676,10,0.0725090909090909,Medium,2022,71.775,Network 17
1681,610587,10,0.0725090909090909,Medium,2022,83.75,Network 17
1686,400137,10,0.0725090909090909,Medium,2022,74.4,Options
1687,400105,10,0.0725090909090909,Medium,2022,91.85,Charter
1688,609751,10,0.0725090909090909,Medium,2022,88.65,Network 17
1690,609678,10,0.0725090909090909,Medium,2022,88.825,ISP
1692,609746,10,0.0725090909090909,Medium,2022,89.625,Network 17
1702,400051,11,0.0755090909090909,Medium,2013,95.4,Charter
1707,400051,11,0.0673090909090909,Medium,2014,95.375,Charter
1712,400051,11,0.0627272727272727,Medium,2015,94.6,Charter
1717,400051,11,0.0635272727272727,Medium,2016,94.45,Charter
1722,400051,11,0.061090909090909,Medium,2017,94.125,Charter
1727,400051,11,0.0592181818181818,Low,2018,94.175,Charter
1732,400051,11,0.0565090909090909,Low,2019,94.725,Charter
1742,400051,11,0.0474181818181818,Low,2021,67.425,Charter
1747,400051,11,0.0578727272727272,Low,2022,86.775,Charter
1764,400054,12,0.0651090909090909,Medium,2013,94.975,Charter
1773,400054,12,0.0665636363636363,Medium,2014,95.65,Charter
1782,400054,12,0.0604727272727272,Medium,2015,95.725,Charter
1791,400054,12,0.0621818181818181,Medium,2016,95.15,Charter
1800,400054,12,0.0580727272727272,Low,2017,94.85,Charter
1809,400054,12,0.0571272727272727,Low,2018,94.575,Charter
1818,400054,12,0.0586,Low,2019,94.725,Charter
1836,400054,12,0.0465818181818181,Low,2021,85.075,Charter
1845,400054,12,0.0536545454545454,Low,2022,88.5,Charter
1871,609692,13,0.0695272727272727,Medium,2013,83.45,Network 17
1873,400117,13,0.0695272727272727,Medium,2013,92.1,Charter
1874,400062,13,0.0695272727272727,Medium,2013,99.0,Charter
1875,400033,13,0.0695272727272727,Medium,2013,85.8,Charter
1880,400061,13,0.0695272727272727,Medium,2013,97.075,Charter
1889,609692,13,0.0636,Medium,2014,86.975,Network 17
1891,400117,13,0.0636,Medium,2014,91.55,Charter
1892,400062,13,0.0636,Medium,2014,93.45,Charter
1893,400033,13,0.0636,Medium,2014,90.35,Charter
1898,400061,13,0.0636,Medium,2014,93.95,Charter
1907,609692,13,0.0616363636363636,Medium,2015,89.975,Network 17
1909,400117,13,0.0616363636363636,Medium,2015,92.23333333333332,Charter
1910,400062,13,0.0616363636363636,Medium,2015,94.45,Charter
1911,400033,13,0.0616363636363636,Medium,2015,91.275,Charter
1916,400061,13,0.0616363636363636,Medium,2015,94.35,Charter
1925,609692,13,0.0658545454545454,Medium,2016,90.625,Network 17
1927,400117,13,0.0658545454545454,Medium,2016,91.85,Charter
1928,400062,13,0.0658545454545454,Medium,2016,92.125,Charter
1929,400033,13,0.0658545454545454,Medium,2016,90.25,Charter
1934,400061,13,0.0658545454545454,Medium,2016,91.9,Charter
1943,609692,13,0.0584727272727272,Low,2017,89.35,Network 17
1945,400117,13,0.0584727272727272,Low,2017,90.35,Charter
1946,400062,13,0.0584727272727272,Low,2017,91.45,Charter
1947,400033,13,0.0584727272727272,Low,2017,87.95,Charter
1952,400061,13,0.0584727272727272,Low,2017,90.475,Charter
1961,609692,13,0.0536363636363636,Low,2018,88.75,Network 17
1963,400117,13,0.0536363636363636,Low,2018,91.275,Charter
1964,400062,13,0.0536363636363636,Low,2018,90.775,Charter
1965,400033,13,0.0536363636363636,Low,2018,88.975,Charter
1970,400061,13,0.0536363636363636,Low,2018,90.8,Charter
1979,609692,13,0.0412545454545454,Low,2019,85.575,Network 17
1981,400117,13,0.0412545454545454,Low,2019,92.8,Charter
1982,400062,13,0.0412545454545454,Low,2019,91.475,Charter
1983,400033,13,0.0412545454545454,Low,2019,87.7,Charter
1988,400061,13,0.0412545454545454,Low,2019,92.175,Charter
2015,609692,13,0.0350545454545454,Low,2021,82.825,Network 17
2017,400117,13,0.0350545454545454,Low,2021,74.225,Charter
2018,400062,13,0.0350545454545454,Low,2021,79.35,Charter
2019,400033,13,0.0350545454545454,Low,2021,81.2,Charter
2024,400061,13,0.0350545454545454,Low,2021,82.05,Charter
2033,609692,13,0.0418363636363636,Low,2022,76.975,Network 17
2035,400117,13,0.0418363636363636,Low,2022,83.575,Charter
2036,400062,13,0.0418363636363636,Low,2022,79.825,Charter
2037,400033,13,0.0418363636363636,Low,2022,77.6,Charter
2042,400061,13,0.0418363636363636,Low,2022,80.94999999999999,Charter
2071,400058,14,0.0769090909090909,Medium,2013,97.4,Charter
2073,400118,14,0.0769090909090909,Medium,2013,91.3,Charter
2074,609748,14,0.0769090909090909,Medium,2013,96.35,Network 16
2077,400059,14,0.0769090909090909,Medium,2013,93.75,Charter
2082,400128,14,0.0769090909090909,Medium,2013,82.60000000000001,Options
2087,610499,14,0.0769090909090909,Medium,2013,78.575,AUSL
2093,400058,14,0.0711272727272727,Medium,2014,92.65,Charter
2095,400118,14,0.0711272727272727,Medium,2014,90.85,Charter
2096,609748,14,0.0711272727272727,Medium,2014,94.225,Network 16
2099,400059,14,0.0711272727272727,Medium,2014,90.975,Charter
2104,400128,14,0.0711272727272727,Medium,2014,69.4,Options
2109,610499,14,0.0711272727272727,Medium,2014,79.025,AUSL
2115,400058,14,0.0688,Medium,2015,97.0,Charter
2117,400118,14,0.0688,Medium,2015,91.2,Charter
2118,609748,14,0.0688,Medium,2015,86.625,Network 16
2121,400059,14,0.0688,Medium,2015,91.075,Charter
2126,400128,14,0.0688,Medium,2015,62.5,Options
2131,610499,14,0.0688,Medium,2015,78.8,AUSL
2137,400058,14,0.0652,Medium,2016,95.95,Charter
2139,400118,14,0.0652,Medium,2016,90.725,Charter
2140,609748,14,0.0652,Medium,2016,92.45,Network 16
2143,400059,14,0.0652,Medium,2016,91.575,Charter
2148,400128,14,0.0652,Medium,2016,60.53333333333333,Options
2153,610499,14,0.0652,Medium,2016,80.65,AUSL
2159,400058,14,0.0597272727272727,Medium,2017,93.2,Charter
2161,400118,14,0.0597272727272727,Medium,2017,88.875,Charter
2162,609748,14,0.0597272727272727,Medium,2017,96.975,Network 16
2165,400059,14,0.0597272727272727,Medium,2017,90.2,Charter
2170,400128,14,0.0597272727272727,Medium,2017,59.55,Options
2175,610499,14,0.0597272727272727,Medium,2017,83.075,AUSL
2181,400058,14,0.0561090909090909,Low,2018,95.9,Charter
2183,400118,14,0.0561090909090909,Low,2018,87.3,Charter
2184,609748,14,0.0561090909090909,Low,2018,71.05,Network 16
2187,400059,14,0.0561090909090909,Low,2018,92.05,Charter
2192,400128,14,0.0561090909090909,Low,2018,56.925,Options
2197,610499,14,0.0561090909090909,Low,2018,85.75,AUSL
2203,400058,14,0.0537818181818181,Low,2019,92.4,Charter
2205,400118,14,0.0537818181818181,Low,2019,87.375,Charter
