,School_ID,Wards,crime_capita,crime_class,Year,Attendance,Network
2157,610499,14,0.0688,Medium,2015,78.8,AUSL
2163,400058,14,0.0652,Medium,2016,95.95,Charter
2165,400118,14,0.0652,Medium,2016,90.725,Charter
2166,609748,14,0.0652,Medium,2016,92.45,Network 16
2169,400059,14,0.0652,Medium,2016,91.575,Charter
2175,400128,14,0.0652,Medium,2016,60.53333333333333,Options
2180,610499,14,0.0652,Medium,2016,80.65,AUSL
2186,400058,14,0.0597272727272727,Medium,2017,93.2,Charter
2188,400118,14,0.0597272727272727,Medium,2017,88.875,Charter
2189,609748,14,0.0597272727272727,Medium,2017,96.975,Network 16
2192,400059,14,0.0597272727272727,Medium,2017,90.2,Charter
2198,400128,14,0.0597272727272727,Medium,2017,59.55,Options
2203,610499,14,0.0597272727272727,Medium,2017,83.075,AUSL
2209,400058,14,0.0561090909090909,Medium,2018,95.9,Charter
2211,400118,14,0.0561090909090909,Medium,2018,87.3,Charter
2212,609748,14,0.0561090909090909,Medium,2018,71.05,Network 16
2215,400059,14,0.0561090909090909,Medium,2018,92.05,Charter
2221,400128,14,0.0561090909090909,Medium,2018,56.925,Options
2226,610499,14,0.0561090909090909,Medium,2018,85.75,AUSL
2232,400058,14,0.0537818181818181,Low,2019,92.4,Charter
2234,400118,14,0.0537818181818181,Low,2019,87.375,Charter
2235,609748,14,0.0537818181818181,Low,2019,73.825,Network 16
2238,400059,14,0.0537818181818181,Low,2019,96.325,Charter
2244,400128,14,0.0537818181818181,Low,2019,51.7,Options
2249,610499,14,0.0537818181818181,Low,2019,81.975,AUSL
2278,400058,14,0.0434181818181818,Low,2021,79.525,Charter
2280,400118,14,0.0434181818181818,Low,2021,50.125,Charter
2281,609748,14,0.0434181818181818,Low,2021,62.975,Network 16
2284,400059,14,0.0434181818181818,Low,2021,77.85,Charter
2290,400128,14,0.0434181818181818,Low,2021,51.06666666666666,Options
2295,610499,14,0.0434181818181818,Low,2021,65.975,AUSL
2301,400058,14,0.0567818181818181,Medium,2022,78.5,Charter
2303,400118,14,0.0567818181818181,Medium,2022,71.65,Charter
2304,609748,14,0.0567818181818181,Medium,2022,61.475,Network 16
2307,400059,14,0.0567818181818181,Medium,2022,71.775,Charter
2313,400128,14,0.0567818181818181,Medium,2022,50.63333333333333,Options
2318,610499,14,0.0567818181818181,Medium,2022,75.95,AUSL
2337,609718,15,0.1513818181818181,High,2013,87.1,Network 16
2340,609694,15,0.1513818181818181,High,2013,88.375,Network 15
2347,609718,15,0.1258545454545454,Medium,2014,88.25,Network 16
2350,609694,15,0.1258545454545454,Medium,2014,88.425,Network 15
2357,609718,15,0.1242363636363636,Medium,2015,88.475,Network 16
2360,609694,15,0.1242363636363636,Medium,2015,90.25,Network 15
2367,609718,15,0.1123636363636363,Medium,2016,89.7,Network 16
2370,609694,15,0.1123636363636363,Medium,2016,90.675,Network 15
2377,609718,15,0.1137818181818181,Medium,2017,87.675,Network 16
2380,609694,15,0.1137818181818181,Medium,2017,92.425,Network 15
2387,609718,15,0.1041272727272727,Medium,2018,88.975,Network 16
2390,609694,15,0.1041272727272727,Medium,2018,91.775,Network 15
2397,609718,15,0.0694181818181818,Medium,2019,89.325,Network 16
2400,609694,15,0.0694181818181818,Medium,2019,91.275,Network 15
2417,609718,15,0.0542545454545454,Low,2021,82.3,Network 16
2420,609694,15,0.0542545454545454,Low,2021,93.575,Network 15
2427,609718,15,0.0583272727272727,Medium,2022,80.1,Network 16
2430,609694,15,0.0583272727272727,Medium,2022,91.525,Network 15
2439,609730,16,0.1573090909090909,High,2013,90.575,Network 14
2444,609730,16,0.1378181818181818,High,2014,91.35,Network 14
2449,609730,16,0.1292545454545454,High,2015,92.0,Network 14
2454,609730,16,0.1244545454545454,Medium,2016,90.25,Network 14
2459,609730,16,0.1177090909090909,Medium,2017,88.025,Network 14
2464,609730,16,0.1242363636363636,Medium,2018,90.175,Network 14
2469,609730,16,0.1447454545454545,High,2019,89.6,Network 14
2479,609730,16,0.1116545454545454,Medium,2021,88.0,Network 14
2484,609730,16,0.1064909090909091,Medium,2022,82.925,Network 14
2491,609716,17,0.1881818181818181,High,2013,78.35,Network 14
2495,609708,17,0.1881818181818181,High,2013,85.225,Network 14
2496,609716,17,0.1724,High,2014,76.35000000000001,Network 14
2500,609708,17,0.1724,High,2014,87.1,Network 14
2501,609716,17,0.1711636363636363,High,2015,80.4,Network 14
2505,609708,17,0.1711636363636363,High,2015,88.55,Network 14
2506,609716,17,0.1578181818181818,High,2016,79.8,Network 14
2510,609708,17,0.1578181818181818,High,2016,88.95,Network 14
2511,609716,17,0.1591818181818181,High,2017,83.05000000000001,Network 14
2515,609708,17,0.1591818181818181,High,2017,85.1,Network 14
2516,609716,17,0.1620181818181818,High,2018,82.05,Network 14
2520,609708,17,0.1620181818181818,High,2018,86.525,Network 14
2521,609716,17,0.1529272727272727,High,2019,81.17500000000001,Network 14
2525,609708,17,0.1529272727272727,High,2019,83.375,Network 14
2531,609716,17,0.1188,Medium,2021,97.65,Network 14
2535,609708,17,0.1188,Medium,2021,72.975,Network 14
2536,609716,17,0.1213636363636363,Medium,2022,73.025,Network 14
2540,609708,17,0.1213636363636363,Medium,2022,74.575,Network 14
2553,609720,18,0.0910181818181818,Medium,2013,94.375,Network 14
2554,609719,18,0.0910181818181818,Medium,2013,88.275,Network 14
2555,610402,18,0.0910181818181818,Medium,2013,96.65,Network 14
2563,609720,18,0.084490909090909,Medium,2014,93.675,Network 14
2564,609719,18,0.084490909090909,Medium,2014,91.3,Network 14
2565,610402,18,0.084490909090909,Medium,2014,94.0,Network 14
2573,609720,18,0.0790363636363636,Medium,2015,93.975,Network 14
2574,609719,18,0.0790363636363636,Medium,2015,89.6,Network 14
2575,610402,18,0.0790363636363636,Medium,2015,95.3,Network 14
2583,609720,18,0.0868363636363636,Medium,2016,93.625,Network 14
2584,609719,18,0.0868363636363636,Medium,2016,88.55000000000001,Network 14
2585,610402,18,0.0868363636363636,Medium,2016,96.05,Network 14
2593,609720,18,0.0813272727272727,Medium,2017,94.1,Network 14
2594,609719,18,0.0813272727272727,Medium,2017,89.25,Network 14
2595,610402,18,0.0813272727272727,Medium,2017,95.6,Network 14
2603,609720,18,0.0757636363636363,Medium,2018,93.3,Network 14
2604,609719,18,0.0757636363636363,Medium,2018,88.1,Network 14
2605,610402,18,0.0757636363636363,Medium,2018,95.1,Network 14
2613,609720,18,0.0691090909090909,Medium,2019,92.725,Network 14
2614,609719,18,0.0691090909090909,Medium,2019,85.225,Network 14
2615,610402,18,0.0691090909090909,Medium,2019,94.1,Network 14
2633,609720,18,0.0525818181818181,Low,2021,93.25,Network 14
2634,609719,18,0.0525818181818181,Low,2021,78.925,Network 14
2635,610402,18,0.0525818181818181,Low,2021,93.7,Network 14
2643,609720,18,0.0588,Medium,2022,90.775,Network 14
2644,609719,18,0.0588,Medium,2022,77.45,Network 14
2645,610402,18,0.0588,Medium,2022,91.55,Network 14
2661,610390,19,0.0466727272727272,Low,2013,92.15,ISP
2662,609766,19,0.0466727272727272,Low,2013,86.5,Network 14
2669,610390,19,0.0433272727272727,Low,2014,92.325,ISP
2670,609766,19,0.0433272727272727,Low,2014,88.675,Network 14
2677,610390,19,0.0437454545454545,Low,2015,92.225,ISP
2678,609766,19,0.0437454545454545,Low,2015,89.675,Network 14
2685,610390,19,0.0431818181818181,Low,2016,92.575,ISP
2686,609766,19,0.0431818181818181,Low,2016,88.67500000000001,Network 14
2693,610390,19,0.0413636363636363,Low,2017,90.025,ISP
2694,609766,19,0.0413636363636363,Low,2017,88.225,Network 14
2701,610390,19,0.0408,Low,2018,91.35,ISP
2702,609766,19,0.0408,Low,2018,88.575,Network 14
2709,610390,19,0.0367636363636363,Low,2019,90.15,ISP
2710,609766,19,0.0367636363636363,Low,2019,85.975,Network 14
2725,610390,19,0.0346545454545454,Low,2021,84.125,ISP
2726,609766,19,0.0346545454545454,Low,2021,82.775,Network 14
2733,610390,19,0.0371272727272727,Low,2022,86.5,ISP
2734,609766,19,0.0371272727272727,Low,2022,83.825,Network 14
2760,609728,20,0.1758,High,2013,85.875,Network 14
2764,610568,20,0.154090909090909,High,2014,73.275,Options
2771,609728,20,0.154090909090909,High,2014,83.675,Network 14
2775,610568,20,0.1474545454545454,High,2015,77.35,Options
2782,609728,20,0.1474545454545454,High,2015,86.875,Network 14
2786,610568,20,0.1409090909090909,High,2016,36.625,Options
2793,609728,20,0.1409090909090909,High,2016,85.625,Network 14
2797,610568,20,0.1412,High,2017,49.35,Options
2804,609728,20,0.1412,High,2017,86.675,Network 14
2808,610568,20,0.1383272727272727,High,2018,76.825,Options
2815,609728,20,0.1383272727272727,High,2018,88.875,Network 14
2819,610568,20,0.1467818181818181,High,2019,79.9,Options
2826,609728,20,0.1467818181818181,High,2019,89.35,Network 14
2841,610568,20,0.1220909090909091,Medium,2021,75.05,Options
2848,609728,20,0.1220909090909091,Medium,2021,82.625,Network 14
2852,610568,20,0.1323272727272727,High,2022,52.2,Options
2859,609728,20,0.1323272727272727,High,2022,79.0,Network 14
2876,400013,21,0.1752363636363636,High,2013,96.05,Charter
2879,400125,21,0.1752363636363636,High,2013,77.03333333333333,Options
2886,400013,21,0.1570181818181818,High,2014,91.725,Charter
2888,400162,21,0.1570181818181818,High,2014,91.8,Charter
2889,400125,21,0.1570181818181818,High,2014,74.5,Options
2894,400169,21,0.1506545454545454,High,2015,93.5,Charter
2896,400013,21,0.1506545454545454,High,2015,87.525,Charter
2898,400162,21,0.1506545454545454,High,2015,93.6,Charter
2899,400125,21,0.1506545454545454,High,2015,66.63333333333334,Options
2903,400172,21,0.1499636363636363,High,2016,91.9,Charter
2904,400169,21,0.1499636363636363,High,2016,93.6,Charter
2906,400013,21,0.1499636363636363,High,2016,90.775,Charter
2908,400162,21,0.1499636363636363,High,2016,93.33333333333331,Charter
2909,400125,21,0.1499636363636363,High,2016,57.93333333333334,Options
2913,400172,21,0.1466,High,2017,90.8,Charter
2914,400169,21,0.1466,High,2017,92.46666666666664,Charter
2916,400013,21,0.1466,High,2017,89.9,Charter
2918,400162,21,0.1466,High,2017,93.425,Charter
2919,400125,21,0.1466,High,2017,55.75,Options
2923,400172,21,0.1504181818181818,High,2018,88.76666666666667,Charter
2924,400169,21,0.1504181818181818,High,2018,93.45,Charter
2926,400013,21,0.1504181818181818,High,2018,89.15,Charter
2928,400162,21,0.1504181818181818,High,2018,93.3,Charter
2929,400125,21,0.1504181818181818,High,2018,54.825,Options
2933,400172,21,0.1514,High,2019,86.875,Charter
2934,400169,21,0.1514,High,2019,94.2,Charter
2936,400013,21,0.1514,High,2019,91.7,Charter
2938,400162,21,0.1514,High,2019,93.55,Charter
2939,400125,21,0.1514,High,2019,65.23333333333333,Options
2953,400172,21,0.1166909090909091,Medium,2021,78.9,Charter
2954,400169,21,0.1166909090909091,Medium,2021,78.85,Charter
2956,400013,21,0.1166909090909091,Medium,2021,85.475,Charter
2958,400162,21,0.1166909090909091,Medium,2021,92.375,Charter
2959,400125,21,0.1166909090909091,Medium,2021,70.73333333333333,Options
2963,400172,21,0.1322,High,2022,80.15,Charter
2964,400169,21,0.1322,High,2022,86.4,Charter
2966,400013,21,0.1322,High,2022,84.75,Charter
2968,400162,21,0.1322,High,2022,88.55000000000001,Charter
2969,400125,21,0.1322,High,2022,66.86666666666666,Options
2990,400147,22,0.0651272727272727,Medium,2013,66.725,Options
2992,609762,22,0.0651272727272727,Medium,2013,80.775,Network 16
3002,609705,22,0.0651272727272727,Medium,2013,80.125,Network 17
3010,400147,22,0.0601272727272727,Medium,2014,77.275,Options
3012,609762,22,0.0601272727272727,Medium,2014,76.2,Network 16
3022,609705,22,0.0601272727272727,Medium,2014,79.975,Network 17
3030,400147,22,0.0563090909090909,Medium,2015,63.25,Options
3032,609762,22,0.0563090909090909,Medium,2015,79.5,Network 16
3042,609705,22,0.0563090909090909,Medium,2015,83.625,Network 17
3050,400147,22,0.0574727272727272,Medium,2016,82.75,Options
3052,609762,22,0.0574727272727272,Medium,2016,83.475,Network 16
3062,609705,22,0.0574727272727272,Medium,2016,86.425,Network 17
3070,400147,22,0.055690909090909,Medium,2017,74.3,Options
3072,609762,22,0.055690909090909,Medium,2017,81.725,Network 16
3082,609705,22,0.055690909090909,Medium,2017,86.325,Network 17
3085,400171,22,0.055690909090909,Medium,2017,92.8,Public
3090,400147,22,0.0607272727272727,Medium,2018,82.175,Options
3092,609762,22,0.0607272727272727,Medium,2018,80.75,Network 16
3102,609705,22,0.0607272727272727,Medium,2018,86.975,Network 17
3105,400171,22,0.0607272727272727,Medium,2018,90.15,Public
3110,400147,22,0.0606545454545454,Medium,2019,77.15,Options
3112,609762,22,0.0606545454545454,Medium,2019,80.775,Network 16
3122,609705,22,0.0606545454545454,Medium,2019,87.8,Network 17
3125,400171,22,0.0606545454545454,Medium,2019,88.16666666666667,Public
3150,400147,22,0.0462,Low,2021,65.075,Options
3151,610593,22,0.0462,Low,2021,46.150000000000006,Options
3152,609762,22,0.0462,Low,2021,72.075,Network 16
3162,609705,22,0.0462,Low,2021,61.725,Network 17
3170,400147,22,0.0532181818181818,Low,2022,71.325,Options
3171,610593,22,0.0532181818181818,Low,2022,51.025,Options
3172,609762,22,0.0532181818181818,Low,2022,74.4,Network 16
3182,609705,22,0.0532181818181818,Low,2022,71.4,Network 17
3217,609693,23,0.0668181818181818,Medium,2013,92.225,Network 15
3221,400119,23,0.0668181818181818,Medium,2013,87.3,Charter
3223,400123,23,0.0668181818181818,Medium,2013,63.875,Options
3226,609750,23,0.0668181818181818,Medium,2013,50.525,Network 15
3228,609723,23,0.0668181818181818,Medium,2013,75.4,Network 15
3230,610334,23,0.0668181818181818,Medium,2013,82.0,Network 15
3232,609722,23,0.0668181818181818,Medium,2013,79.625,Network 15
3235,400057,23,0.0668181818181818,Medium,2013,95.75,Charter
3242,609693,23,0.0569818181818181,Medium,2014,92.75,Network 15
3246,400119,23,0.0569818181818181,Medium,2014,85.95,Charter
3248,400123,23,0.0569818181818181,Medium,2014,80.13333333333333,Options
3251,609750,23,0.0569818181818181,Medium,2014,59.85,Network 15
3253,609723,23,0.0569818181818181,Medium,2014,81.92500000000001,Network 15
3255,610334,23,0.0569818181818181,Medium,2014,83.7,Network 15
3257,609722,23,0.0569818181818181,Medium,2014,83.725,Network 15
3260,400057,23,0.0569818181818181,Medium,2014,94.95,Charter
3262,610571,23,0.0569818181818181,Medium,2014,40.05,Options
3267,609693,23,0.0566181818181818,Medium,2015,91.675,Network 15
3271,400119,23,0.0566181818181818,Medium,2015,87.66666666666667,Charter
3273,400123,23,0.0566181818181818,Medium,2015,71.03333333333335,Options
3276,609750,23,0.0566181818181818,Medium,2015,61.575,Network 15
3278,609723,23,0.0566181818181818,Medium,2015,86.5,Network 15
3280,610334,23,0.0566181818181818,Medium,2015,86.775,Network 15
3282,609722,23,0.0566181818181818,Medium,2015,85.275,Network 15
3285,400057,23,0.0566181818181818,Medium,2015,95.575,Charter
3287,610571,23,0.0566181818181818,Medium,2015,47.95,Options
3292,609693,23,0.0614,Medium,2016,92.6,Network 15
3296,400119,23,0.0614,Medium,2016,86.75,Charter
3298,400123,23,0.0614,Medium,2016,70.8,Options
3301,609750,23,0.0614,Medium,2016,62.6,Network 15
3303,609723,23,0.0614,Medium,2016,89.175,Network 15
3305,610334,23,0.0614,Medium,2016,85.15,Network 15
3307,609722,23,0.0614,Medium,2016,80.55,Network 15
3310,400057,23,0.0614,Medium,2016,94.9,Charter
3312,610571,23,0.0614,Medium,2016,46.5,Options
3317,609693,23,0.0565636363636363,Medium,2017,91.825,Network 15
3321,400119,23,0.0565636363636363,Medium,2017,89.375,Charter
3323,400123,23,0.0565636363636363,Medium,2017,54.5,Options
3326,609750,23,0.0565636363636363,Medium,2017,53.925,Network 15
3328,609723,23,0.0565636363636363,Medium,2017,78.975,Network 15
3330,610334,23,0.0565636363636363,Medium,2017,85.17500000000001,Network 15
3332,609722,23,0.0565636363636363,Medium,2017,73.9,Network 15
3335,400057,23,0.0565636363636363,Medium,2017,94.15,Charter
3337,610571,23,0.0565636363636363,Medium,2017,48.825,Options
3342,609693,23,0.0575636363636363,Medium,2018,91.825,Network 15
3346,400119,23,0.0575636363636363,Medium,2018,86.725,Charter
3348,400123,23,0.0575636363636363,Medium,2018,49.875,Options
3351,609750,23,0.0575636363636363,Medium,2018,61.975,Network 15
3353,609723,23,0.0575636363636363,Medium,2018,73.725,Network 15
3355,610334,23,0.0575636363636363,Medium,2018,82.95,Network 15
3357,609722,23,0.0575636363636363,Medium,2018,74.25,Network 15
3360,400057,23,0.0575636363636363,Medium,2018,92.7,Charter
3362,610571,23,0.0575636363636363,Medium,2018,50.975,Options
3367,609693,23,0.0451272727272727,Low,2019,91.525,Network 15
3371,400119,23,0.0451272727272727,Low,2019,85.575,Charter
3373,400123,23,0.0451272727272727,Low,2019,64.06666666666666,Options
3376,609750,23,0.0451272727272727,Low,2019,59.0,Network 15
3378,609723,23,0.0451272727272727,Low,2019,77.375,Network 15
3380,610334,23,0.0451272727272727,Low,2019,80.65,Network 15
3382,609722,23,0.0451272727272727,Low,2019,76.65,Network 15
3385,400057,23,0.0451272727272727,Low,2019,93.375,Charter
3387,610571,23,0.0451272727272727,Low,2019,54.975,Options
3417,609693,23,0.0400545454545454,Low,2021,83.575,Network 15
3421,400119,23,0.0400545454545454,Low,2021,75.45,Charter
3423,400123,23,0.0400545454545454,Low,2021,62.3,Options
3426,609750,23,0.0400545454545454,Low,2021,67.1,Network 15
3428,609723,23,0.0400545454545454,Low,2021,57.325,Network 15
3430,610334,23,0.0400545454545454,Low,2021,66.95,Network 15
3432,609722,23,0.0400545454545454,Low,2021,57.55,Network 15
3435,400057,23,0.0400545454545454,Low,2021,84.225,Charter
3437,610571,23,0.0400545454545454,Low,2021,49.1,Options
3442,609693,23,0.0459090909090909,Low,2022,86.5,Network 15
3446,400119,23,0.0459090909090909,Low,2022,79.9,Charter
3448,400123,23,0.0459090909090909,Low,2022,49.0,Options
3451,609750,23,0.0459090909090909,Low,2022,48.2,Network 15
3453,609723,23,0.0459090909090909,Low,2022,64.275,Network 15
3455,610334,23,0.0459090909090909,Low,2022,66.425,Network 15
3457,609722,23,0.0459090909090909,Low,2022,63.45,Network 15
3460,400057,23,0.0459090909090909,Low,2022,82.125,Charter
3462,610571,23,0.0459090909090909,Low,2022,40.375,Options
3473,609724,24,0.2422545454545454,High,2013,87.65,Network 14
3474,609695,24,0.2422545454545454,High,2013,88.6,ISP
3475,609749,24,0.2422545454545454,High,2013,94.9,Network 14
3481,609724,24,0.223890909090909,High,2014,89.7,Network 14
3482,609695,24,0.223890909090909,High,2014,90.3,ISP
3483,609749,24,0.223890909090909,High,2014,92.9,Network 14
3489,609724,24,0.2198181818181818,High,2015,90.925,Network 14
3490,609695,24,0.2198181818181818,High,2015,90.375,ISP
3491,609749,24,0.2198181818181818,High,2015,94.45,Network 14
3497,609724,24,0.2235818181818182,High,2016,89.775,Network 14
3498,609695,24,0.2235818181818182,High,2016,91.55,ISP
3499,609749,24,0.2235818181818182,High,2016,93.375,Network 14
3505,609724,24,0.2291454545454545,High,2017,90.325,Network 14
3506,609695,24,0.2291454545454545,High,2017,91.05,ISP
3507,609749,24,0.2291454545454545,High,2017,93.6,Network 14
3513,609724,24,0.2304363636363636,High,2018,88.0,Network 14
3514,609695,24,0.2304363636363636,High,2018,91.2,ISP
3515,609749,24,0.2304363636363636,High,2018,94.1,Network 14
3521,609724,24,0.2043090909090909,High,2019,89.55,Network 14
3522,609695,24,0.2043090909090909,High,2019,90.725,ISP
3523,609749,24,0.2043090909090909,High,2019,93.6,Network 14
3537,609724,24,0.1473818181818181,High,2021,82.6,Network 14
3538,609695,24,0.1473818181818181,High,2021,83.875,ISP
3539,609749,24,0.1473818181818181,High,2021,94.375,Network 14
3545,609724,24,0.1466727272727272,High,2022,82.55,Network 14
3546,609695,24,0.1466727272727272,High,2022,84.875,ISP
3547,609749,24,0.1466727272727272,High,2022,91.4,Network 14
3630,400036,26,0.0852181818181818,Medium,2013,93.65,Public
3638,400091,26,0.0852181818181818,Medium,2013,85.425,Contract
3642,400104,26,0.0852181818181818,Medium,2013,87.66666666666667,Charter
3647,609764,26,0.0852181818181818,Medium,2013,89.175,Network 15
3650,400036,26,0.0728363636363636,Medium,2014,94.375,Public
3658,400091,26,0.0728363636363636,Medium,2014,88.25,Contract
3660,400164,26,0.0728363636363636,Medium,2014,78.5,Options
3662,400104,26,0.0728363636363636,Medium,2014,92.425,Charter
3667,609764,26,0.0728363636363636,Medium,2014,90.3,Network 15
3670,400036,26,0.0669454545454545,Medium,2015,91.775,Public
3678,400091,26,0.0669454545454545,Medium,2015,87.85,Contract
3680,400164,26,0.0669454545454545,Medium,2015,78.23333333333333,Options
3682,400104,26,0.0669454545454545,Medium,2015,90.675,Charter
3687,609764,26,0.0669454545454545,Medium,2015,89.35,Network 15
3690,400036,26,0.0740909090909091,Medium,2016,94.925,Public
3698,400091,26,0.0740909090909091,Medium,2016,88.4,Contract
3700,400164,26,0.0740909090909091,Medium,2016,70.63333333333334,Options
3702,400104,26,0.0740909090909091,Medium,2016,89.7,Charter
3707,609764,26,0.0740909090909091,Medium,2016,89.675,Network 15
3710,400036,26,0.0700363636363636,Medium,2017,64.375,Public
3718,400091,26,0.0700363636363636,Medium,2017,87.5,Contract
3720,400164,26,0.0700363636363636,Medium,2017,59.0,Options
3722,400104,26,0.0700363636363636,Medium,2017,89.625,Charter
3727,609764,26,0.0700363636363636,Medium,2017,85.725,Network 15
3730,400036,26,0.0652181818181818,Medium,2018,87.95,Public
3738,400091,26,0.0652181818181818,Medium,2018,90.125,Contract
3740,400164,26,0.0652181818181818,Medium,2018,69.175,Options
3742,400104,26,0.0652181818181818,Medium,2018,87.575,Charter
3747,609764,26,0.0652181818181818,Medium,2018,85.2,Network 15
3750,400036,26,0.0697090909090909,Medium,2019,79.975,Public
3758,400091,26,0.0697090909090909,Medium,2019,89.775,Contract
3760,400164,26,0.0697090909090909,Medium,2019,64.8,Options
3762,400104,26,0.0697090909090909,Medium,2019,87.55,Charter
3767,609764,26,0.0697090909090909,Medium,2019,85.025,Network 15
3798,400091,26,0.0589818181818181,Medium,2021,81.67500000000001,Contract
3800,400164,26,0.0589818181818181,Medium,2021,55.725,Options
3802,400104,26,0.0589818181818181,Medium,2021,97.0,Charter
3807,609764,26,0.0589818181818181,Medium,2021,77.3,Network 15
3818,400091,26,0.0693090909090909,Medium,2022,83.425,Contract
3820,400164,26,0.0693090909090909,Medium,2022,44.55,Options
3822,400104,26,0.0693090909090909,Medium,2022,79.8,Charter
3827,609764,26,0.0693090909090909,Medium,2022,78.6,Network 15
3912,610385,28,0.2842363636363636,High,2013,91.075,Network 15
3917,610384,28,0.2842363636363636,High,2013,93.375,ISP
3920,610383,28,0.2842363636363636,High,2013,91.925,Network 15
3922,609704,28,0.2842363636363636,High,2013,83.925,Network 16
3923,610392,28,0.2842363636363636,High,2013,93.5,Network 15
3927,610385,28,0.2646909090909091,High,2014,88.77499999999999,Network 15
3932,610384,28,0.2646909090909091,High,2014,92.525,ISP
3935,610383,28,0.2646909090909091,High,2014,91.475,Network 15
3937,609704,28,0.2646909090909091,High,2014,87.775,Network 16
3938,610392,28,0.2646909090909091,High,2014,93.375,Network 15
3942,610385,28,0.2400545454545454,High,2015,89.075,Network 15
3947,610384,28,0.2400545454545454,High,2015,91.9,ISP
3950,610383,28,0.2400545454545454,High,2015,91.9,Network 15
3952,609704,28,0.2400545454545454,High,2015,87.725,Network 16
3953,610392,28,0.2400545454545454,High,2015,92.45,Network 15
3957,610385,28,0.2288,High,2016,85.975,Network 15
3962,610384,28,0.2288,High,2016,93.4,ISP
3965,610383,28,0.2288,High,2016,90.0,Network 15
3967,609704,28,0.2288,High,2016,87.5,Network 16
3968,610392,28,0.2288,High,2016,93.1,Network 15
3972,610385,28,0.2056545454545454,High,2017,83.875,Network 15
3977,610384,28,0.2056545454545454,High,2017,92.55,ISP
3980,610383,28,0.2056545454545454,High,2017,89.32499999999999,Network 15
3982,609704,28,0.2056545454545454,High,2017,85.85,Network 16
3983,610392,28,0.2056545454545454,High,2017,90.575,Network 15
3987,610385,28,0.2175272727272727,High,2018,89.175,Network 15
3992,610384,28,0.2175272727272727,High,2018,93.075,ISP
3995,610383,28,0.2175272727272727,High,2018,90.15,Network 15
3997,609704,28,0.2175272727272727,High,2018,86.45,Network 16
3998,610392,28,0.2175272727272727,High,2018,91.4,Network 15
4002,610385,28,0.2364545454545454,High,2019,85.95,Network 15
4007,610384,28,0.2364545454545454,High,2019,92.15,ISP
4010,610383,28,0.2364545454545454,High,2019,86.3,Network 15
4012,609704,28,0.2364545454545454,High,2019,86.725,Network 16
4013,610392,28,0.2364545454545454,High,2019,90.15,Network 15
4032,610385,28,0.1823454545454545,High,2021,98.95,Network 15
4037,610384,28,0.1823454545454545,High,2021,86.825,ISP
4040,610383,28,0.1823454545454545,High,2021,77.4,Network 15
4042,609704,28,0.1823454545454545,High,2021,70.42500000000001,Network 16
4043,610392,28,0.1823454545454545,High,2021,86.1,Network 15
4047,610385,28,0.1812727272727272,High,2022,72.0,Network 15
4052,610384,28,0.1812727272727272,High,2022,89.425,ISP
4055,610383,28,0.1812727272727272,High,2022,75.1,Network 15
4057,609704,28,0.1812727272727272,High,2022,70.25,Network 16
4058,610392,28,0.1812727272727272,High,2022,86.4,Network 15
4082,609734,29,0.1338,High,2013,89.85,Network 14
4089,610569,29,0.1228,Medium,2014,57.5,Options
4094,609734,29,0.1228,Medium,2014,89.15,Network 14
4101,610569,29,0.1187454545454545,Medium,2015,56.775,Options
4106,609734,29,0.1187454545454545,Medium,2015,90.525,Network 14
4113,610569,29,0.1147818181818181,Medium,2016,45.45,Options
4118,609734,29,0.1147818181818181,Medium,2016,90.5,Network 14
4125,610569,29,0.1037090909090909,Medium,2017,45.85,Options
4130,609734,29,0.1037090909090909,Medium,2017,88.6,Network 14
4137,610569,29,0.1039090909090909,Medium,2018,51.4,Options
4142,609734,29,0.1039090909090909,Medium,2018,89.4,Network 14
4149,610569,29,0.1082545454545454,Medium,2019,64.35,Options
4154,609734,29,0.1082545454545454,Medium,2019,89.25,Network 14
4173,610569,29,0.092090909090909,Medium,2021,58.9,Options
4178,609734,29,0.092090909090909,Medium,2021,86.95,Network 14
4185,610569,29,0.099,Medium,2022,61.775,Options
4190,609734,29,0.099,Medium,2022,83.575,Network 14
4202,609698,30,0.077690909090909,Medium,2013,83.95,Network 16
4208,610558,30,0.077690909090909,Medium,2013,95.3,Network 16
4211,610557,30,0.077690909090909,Medium,2013,86.66666666666667,Options
4213,609698,30,0.0694,Medium,2014,87.6,Network 16
4219,610558,30,0.0694,Medium,2014,94.05,Network 16
4222,610557,30,0.0694,Medium,2014,70.95,Options
4224,609698,30,0.0662363636363636,Medium,2015,88.275,Network 16
4230,610558,30,0.0662363636363636,Medium,2015,92.76666666666668,Network 16
4233,610557,30,0.0662363636363636,Medium,2015,83.95,Options
4235,609698,30,0.0644181818181818,Medium,2016,89.25,Network 16
4241,610558,30,0.0644181818181818,Medium,2016,91.4,Network 16
4244,610557,30,0.0644181818181818,Medium,2016,45.2,Options
4246,609698,30,0.0627636363636363,Medium,2017,87.425,Network 16
4252,610558,30,0.0627636363636363,Medium,2017,89.25,Network 16
4255,610557,30,0.0627636363636363,Medium,2017,48.45,Options
4257,609698,30,0.0553818181818181,Medium,2018,87.65,Network 16
4263,610558,30,0.0553818181818181,Medium,2018,89.125,Network 16
4266,610557,30,0.0553818181818181,Medium,2018,69.15,Options
4268,609698,30,0.0488363636363636,Low,2019,85.975,Network 16
4274,610558,30,0.0488363636363636,Low,2019,87.475,Network 16
