,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58
0,12971610,JG139177,2023-02-02T23:53:00.000,086XX S STONY ISLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),False,False,0412,004,8,45,11,1188315,1847809,2023,2023-02-09T15:48:39.000,41.737462708,-87.585645433,"{'latitude': '41.737462708', 'longitude': '-87.585645433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,41,133,35,61,19,240
1,12971402,JG138871,2023-02-02T23:40:00.000,081XX S OGLESBY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0414,004,8,46,08B,1193266,1851542,2023,2023-02-09T15:48:39.000,41.747586916,-87.567384931,"{'latitude': '41.747586916', 'longitude': '-87.567384931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,42,507,37,25,19,222
2,12971506,JG138862,2023-02-02T23:40:00.000,008XX E 84TH ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,0632,006,8,44,08A,1183190,1849464,2023,2023-02-09T15:48:39.000,41.742124859,-87.604370432,"{'latitude': '41.742124859', 'longitude': '-87.604370432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,40,141,35,61,20,241
3,12975768,JG139441,2023-02-02T23:22:00.000,068XX S DANTE AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,SIDEWALK,False,False,0332,003,5,43,03,1187140,1859935,2023,2023-02-09T15:48:39.000,41.770765531,-87.589566181,"{'latitude': '41.770765531', 'longitude': '-87.589566181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22260,39,416,33,60,18,212
4,12971576,JG139028,2023-02-02T23:04:00.000,054XX S MORGAN ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,False,False,0934,009,20,61,15,1170566,1868906,2023,2023-02-09T15:48:39.000,41.795760253,-87.65005855,"{'latitude': '41.795760253', 'longitude': '-87.65005855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,14924,59,791,4,37,23,127
5,12971379,JG138854,2023-02-02T23:00:00.000,013XX S THROOP ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1233,012,25,28,08B,1167921,1893766,2023,2023-02-09T15:48:39.000,41.864035852,-87.659042335,"{'latitude': '41.864035852', 'longitude': '-87.659042335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14920,29,96,26,43,15,150
6,12971596,JG139079,2023-02-02T23:00:00.000,067XX S WESTERN AVE,0810,THEFT,OVER $500,STREET,False,False,0832,008,17,66,06,1161537,1859867,2023,2023-02-09T15:48:39.000,41.771148178,-87.683418941,"{'latitude': '41.771148178', 'longitude': '-87.683418941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,64,370,31,23,13,207
7,12971407,JG138875,2023-02-02T23:00:00.000,060XX S MORGAN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,0712,007,16,68,06,1170677,1864849,2023,2023-02-09T15:48:39.000,41.784624964,-87.649769796,"{'latitude': '41.784624964', 'longitude': '-87.649769796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21559,66,22,2,11,17,261
8,12971494,JG138033,2023-02-02T23:00:00.000,075XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,0623,006,6,69,14,1178902,1855062,2023,2023-02-09T15:48:39.000,41.757585017,-87.619911415,"{'latitude': '41.757585017', 'longitude': '-87.619911415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,475,32,61,20,228
9,12971523,JG139033,2023-02-02T23:00:00.000,032XX W PIERCE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1422,014,26,23,07,1154376,1910114,2023,2023-02-09T15:48:39.000,41.909177556,-87.708328527,"{'latitude': '41.909177556', 'longitude': '-87.708328527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,4299,24,455,49,5,7,190
10,12971844,JG139512,2023-02-02T23:00:00.000,069XX S CRANDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0331,003,5,43,07,1192521,1859491,2023,2023-02-09T15:48:39.000,41.769417774,-87.569856281,"{'latitude': '41.769417774', 'longitude': '-87.569856281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,142,33,24,18,262
11,12971580,JG139104,2023-02-02T23:00:00.000,014XX S ASHLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1233,012,28,28,08A,1165961,1893018,2023,2023-02-09T15:48:39.000,41.862025293,-87.666258728,"{'latitude': '41.862025293', 'longitude': '-87.666258728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14920,29,96,23,43,15,150
12,12972055,JG139809,2023-02-02T23:00:00.000,015XX N CLYBOURN AVE,041B,BATTERY,AGGRAVATED - OTHER FIREARM,CTA TRAIN,False,False,1822,018,2,8,04B,1170470,1910783,2023,2023-02-09T15:48:39.000,41.910676312,-87.649187069,"{'latitude': '41.910676312', 'longitude': '-87.649187069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,22620,37,108,11,49,14,199
13,12971370,JG138846,2023-02-02T22:53:00.000,044XX N PULASKI RD,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1723,017,35,14,18,1148925,1929329,2023,2023-02-09T15:48:39.000,41.962012411,-87.727854654,"{'latitude': '41.962012411', 'longitude': '-87.727854654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,21849,14,117,12,20,1,9
14,12971421,JG138841,2023-02-02T22:31:00.000,052XX W CONGRESS PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1522,015,29,25,08B,1141612,1897182,2023,2023-02-09T15:48:39.000,41.873936235,-87.755538111,"{'latitude': '41.873936235', 'longitude': '-87.755538111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,68,7,32,25,97
15,12971634,JG139189,2023-02-02T22:30:00.000,031XX N MONTICELLO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2523,025,30,21,14,1151522,1920583,2023,2023-02-09T15:48:39.000,41.937961987,-87.718537165,"{'latitude': '41.937961987', 'longitude': '-87.718537165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,21538,22,215,21,39,6,175
16,12972982,JG140138,2023-02-02T22:30:00.000,058XX N FAIRFIELD AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,2011,020,40,2,06,1156953,1938675,2023,2023-02-09T15:48:39.000,41.98749886,-87.69808413,"{'latitude': '41.98749886', 'longitude': '-87.69808413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,4450,20,15,24,50,2,57
17,12971369,JG138826,2023-02-02T22:27:00.000,039XX N MELVINA AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1633,016,38,17,26,1134323,1925696,2023,2023-02-09T15:48:39.000,41.952313674,-87.781626905,"{'latitude': '41.952313674', 'longitude': '-87.781626905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22254,17,443,19,52,12,27
18,12971424,JG138865,2023-02-02T22:20:00.000,042XX N WHIPPLE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1724,017,33,16,04A,1155288,1928080,2023,2023-02-09T15:48:39.000,41.958459316,-87.704494148,"{'latitude': '41.958459316', 'longitude': '-87.704494148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21538,16,214,20,39,1,13
19,12971411,JG138907,2023-02-02T22:16:00.000,015XX W 87TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2221,022,21,71,08B,1167706,1847040,2023,2023-02-09T15:48:39.000,41.735818981,-87.661172893,"{'latitude': '41.735818981', 'longitude': '-87.661172893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,531,13,59,20,237
20,12971425,JG138866,2023-02-02T22:15:00.000,012XX W LAKE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1215,012,27,28,06,1168216,1901586,2023,2023-02-09T15:48:39.000,41.885488173,-87.65773345,"{'latitude': '41.885488173', 'longitude': '-87.65773345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,92
21,12971360,JG138861,2023-02-02T22:05:00.000,046XX W 83RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,0834,008,18,70,14,1147124,1849149,2023,2023-02-09T15:48:39.000,41.742022831,-87.736525061,"{'latitude': '41.742022831', 'longitude': '-87.736525061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,4300,69,235,30,8,13,232
22,12971330,JG138820,2023-02-02T22:03:00.000,075XX N EASTLAKE TER,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2422,024,49,1,08B,1166038,1950055,2023,2023-02-09T15:48:39.000,42.018536029,-87.664342095,"{'latitude': '42.018536029', 'longitude': '-87.664342095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,357,5,9,11,32
23,12971344,JG138835,2023-02-02T22:01:00.000,076XX S UNION AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,False,True,0621,006,6,71,20,1172960,1854124,2023,2023-02-09T15:48:39.000,41.755144185,-87.64171561,"{'latitude': '41.755144185', 'longitude': '-87.64171561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,556,32,59,20,229
24,12971385,JG138857,2023-02-02T22:00:00.000,107XX S AVENUE C,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0432,004,10,52,08B,1204455,1834361,2023,2023-02-09T15:48:39.000,41.700160448,-87.526975865,"{'latitude': '41.700160448', 'longitude': '-87.526975865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,715,47,25,19,247
25,12971371,JG138852,2023-02-02T22:00:00.000,002XX E CHICAGO AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,HOSPITAL BUILDING / GROUNDS,False,False,1833,018,2,8,17,1178058,1905778,2023,2023-02-09T15:48:39.000,41.896772914,-87.621464432,"{'latitude': '41.896772914', 'longitude': '-87.621464432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,158,11,6,14,71
26,12972815,JG140718,2023-02-02T22:00:00.000,006XX N CENTRAL PARK AVE,0810,THEFT,OVER $500,ALLEY,False,False,1122,011,27,23,06,1152268,1904087,2023,2023-02-09T15:48:39.000,41.892680776,-87.716231674,"{'latitude': '41.892680776', 'longitude': '-87.716231674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,21572,24,584,46,30,16,65
27,12973036,JG138853,2023-02-02T22:00:00.000,006XX W HUBBARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1214,012,27,24,14,1171665,1903301,2023,2023-02-09T15:48:39.000,41.890119033,-87.64501764,"{'latitude': '41.890119033', 'longitude': '-87.64501764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,4446,25,109,46,55,15,76
28,12971501,JG138994,2023-02-02T22:00:00.000,037XX W HAYFORD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,0833,008,18,70,07,1152981,1854201,2023,2023-02-09T15:48:39.000,41.7557729,-87.714931795,"{'latitude': '41.7557729', 'longitude': '-87.714931795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,4300,69,571,30,8,13,209
29,12973806,JG141789,2023-02-02T22:00:00.000,040XX W SCHOOL ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,False,1731,017,30,16,05,1148680,1921618,2023,2023-02-09T15:48:39.000,41.940857568,-87.728955347,"{'latitude': '41.940857568', 'longitude': '-87.728955347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22618,16,329,21,21,1,25
30,12972244,JG139943,2023-02-02T22:00:00.000,012XX W FULTON MARKET,0810,THEFT,OVER $500,STREET,False,False,1215,012,27,28,06,1168237,1902015,2023,2023-02-09T15:48:39.000,41.886664926,-87.65764393,"{'latitude': '41.886664926', 'longitude': '-87.65764393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,78
31,12971367,JG138818,2023-02-02T21:55:00.000,036XX W IOWA ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,1112,011,27,23,03,1152111,1905762,2023,2023-02-09T15:48:39.000,41.89728024,-87.716764069,"{'latitude': '41.89728024', 'longitude': '-87.716764069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,4299,24,456,46,5,16,66
32,12971335,JG138822,2023-02-02T21:47:00.000,014XX W BELDEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1811,018,2,7,08B,1166494,1915394,2023,2023-02-09T15:48:39.000,41.92341527,-87.663661094,"{'latitude': '41.92341527', 'longitude': '-87.663661094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21190,68,210,11,16,14,186
33,12971791,JG138819,2023-02-02T21:46:00.000,040XX E 134TH ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,0433,004,10,55,08B,1204544,1816604,2023,2023-02-09T15:48:39.000,41.651431329,-87.527258234,"{'latitude': '41.651431329', 'longitude': '-87.527258234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,22250,52,787,47,26,19,259
34,12971632,JG139166,2023-02-02T21:45:00.000,053XX W HIRSCH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2532,025,37,25,07,1140261,1908793,2023,2023-02-09T15:48:39.000,41.905823103,-87.760213681,"{'latitude': '41.905823103', 'longitude': '-87.760213681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,26,599,45,5,6,145
35,12971356,JG138828,2023-02-02T21:45:00.000,016XX W THORNDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,2012,020,40,77,07,1164458,1939064,2023,2023-02-09T15:48:39.000,41.988410217,-87.670469347,"{'latitude': '41.988410217', 'longitude': '-87.670469347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,4451,76,538,24,14,2,55
36,12971377,JG138847,2023-02-02T21:38:00.000,032XX N CICERO AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1731,017,30,15,26,1143808,1921010,2023,2023-02-09T15:48:39.000,41.939282022,-87.746877211,"{'latitude': '41.939282022', 'longitude': '-87.746877211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22618,15,115,17,21,12,26
37,12971323,JG138809,2023-02-02T21:37:00.000,054XX S LAFLIN ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,0934,009,16,61,04A,1167261,1868669,2023,2023-02-09T15:48:39.000,41.795181344,-87.66218492,"{'latitude': '41.795181344', 'longitude': '-87.66218492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,790,4,37,23,127
38,12971339,JG138824,2023-02-02T21:32:00.000,130XX S INDIANA AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,0533,005,9,54,26,1179917,1818908,2023,2023-02-09T15:48:39.000,41.658350465,-87.617293367,"{'latitude': '41.658350465', 'longitude': '-87.617293367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,4460,51,9,43,47,10,221
39,12972242,JG139775,2023-02-02T21:30:00.000,068XX S MAPLEWOOD AVE,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,APARTMENT,False,False,0832,008,17,66,02,1160552,1859264,2023,2023-02-09T15:48:39.000,41.769513828,-87.687046229,"{'latitude': '41.769513828', 'longitude': '-87.687046229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,383,31,58,13,207
40,12972181,JG139826,2023-02-02T21:30:00.000,050XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1532,015,28,25,08B,1142874,1900036,2023,2023-02-09T15:48:39.000,41.881744562,-87.750833465,"{'latitude': '41.881744562', 'longitude': '-87.750833465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,696,23,32,25,81
41,12974161,JG138836,2023-02-02T21:27:00.000,020XX N CLARK ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,1814,018,43,7,15,1173804,1914054,2023,2023-02-09T15:48:39.000,41.919578459,-87.6368417,"{'latitude': '41.919578459', 'longitude': '-87.6368417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,21190,68,207,34,16,14,134
42,12971296,JG138799,2023-02-02T21:20:00.000,002XX N HALSTED ST,0810,THEFT,OVER $500,STREET,False,False,1214,012,27,28,06,1171002,1901930,2023,2023-02-09T15:48:39.000,41.886371488,-87.647492702,"{'latitude': '41.886371488', 'longitude': '-87.647492702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,4452,29,784,46,45,15,76
43,12973970,JG138816,2023-02-02T21:20:00.000,010XX W MADISON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,BAR OR TAVERN,False,False,1232,012,25,28,08A,1169122,1900201,2023,2023-02-09T15:48:39.000,41.881668013,-87.654446699,"{'latitude': '41.881668013', 'longitude': '-87.654446699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,29,91,26,44,15,95
44,12972114,JG139125,2023-02-02T21:19:00.000,024XX N SACRAMENTO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1414,014,32,22,06,1155961,1916199,2023,2023-02-09T15:48:39.000,41.925843451,-87.702341464,"{'latitude': '41.925843451', 'longitude': '-87.702341464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,548,41,1,7,182
45,12971342,JG138800,2023-02-02T21:18:00.000,018XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1225,012,27,28,08A,1164248,1898656,2023,2023-02-09T15:48:39.000,41.877532811,-87.672387519,"{'latitude': '41.877532811', 'longitude': '-87.672387519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,90,46,28,15,139
46,12971352,JG138831,2023-02-02T21:12:00.000,023XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,True,False,1414,014,1,22,08A,1157255,1915197,2023,2023-02-09T15:48:39.000,41.923067659,-87.697613939,"{'latitude': '41.923067659', 'longitude': '-87.697613939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,322,41,1,7,182
47,12971341,JG138791,2023-02-02T21:11:00.000,060XX W BERTEAU AVE,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1624,016,38,15,18,1135456,1927300,2023,2023-02-09T15:48:39.000,41.956695121,-87.77742365,"{'latitude': '41.956695121', 'longitude': '-87.77742365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22254,15,131,19,52,12,15
48,12972115,JG139164,2023-02-02T21:10:00.000,012XX W FULTON MARKET,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1215,012,27,28,14,1168225,1902015,2023,2023-02-09T15:48:39.000,41.886665185,-87.657687997,"{'latitude': '41.886665185', 'longitude': '-87.657687997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,78
49,12971322,JG138811,2023-02-02T21:09:00.000,002XX S STATE ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA PLATFORM,True,False,0113,001,42,32,18,1176417,1899156,2023,2023-02-09T15:48:39.000,41.878638996,-87.627691486,"{'latitude': '41.878638996', 'longitude': '-87.627691486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14912,38,92,36,29,22,126
50,12971879,JG139447,2023-02-02T21:00:00.000,031XX N LAVERGNE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2521,025,31,19,07,1142487,1920397,2023,2023-02-09T15:48:39.000,41.937624587,-87.751747594,"{'latitude': '41.937624587', 'longitude': '-87.751747594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22618,19,355,17,21,6,176
51,12971761,JG139293,2023-02-02T21:00:00.000,030XX W LYNDALE ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1414,014,32,22,05,1155759,1914934,2023,2023-02-09T15:48:39.000,41.922376268,-87.703117878,"{'latitude': '41.922376268', 'longitude': '-87.703117878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,371,40,1,7,182
52,12972137,JG139090,2023-02-02T21:00:00.000,038XX N SOUTHPORT AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1923,019,44,6,06,1166281,1925735,2023,2023-02-09T15:48:39.000,41.951796061,-87.66414713,"{'latitude': '41.951796061', 'longitude': '-87.66414713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,21186,57,725,25,53,5,12
53,12971887,JG139431,2023-02-02T21:00:00.000,033XX S STATE ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,VACANT LOT / LAND,False,False,0211,002,3,35,07,1176824,1882968,2023,2023-02-09T15:48:39.000,41.834208833,-87.626686261,"{'latitude': '41.834208833', 'longitude': '-87.626686261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21194,1,25,9,40,24,169
54,12971863,JG139483,2023-02-02T21:00:00.000,023XX N TRIPP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2522,025,31,20,14,1147660,1915308,2023,2023-02-09T15:48:39.000,41.923562034,-87.73286668,"{'latitude': '41.923562034', 'longitude': '-87.73286668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,21,463,17,2,6,188
55,12971281,JG138783,2023-02-02T21:00:00.000,101XX S MAY ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2232,022,34,73,08A,1170440,1837597,2023,2023-02-09T15:48:39.000,41.709846976,-87.651430565,"{'latitude': '41.709846976', 'longitude': '-87.651430565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,72,594,22,13,9,253
56,12972161,JG139874,2023-02-02T21:00:00.000,007XX W FULTON MARKET,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,012,42,28,06,1171429,1902090,2023,2023-02-09T15:48:39.000,41.886801163,-87.64591996,"{'latitude': '41.886801163', 'longitude': '-87.64591996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,4452,29,784,36,45,15,76
57,12971650,JG139128,2023-02-02T21:00:00.000,023XX N LARAMIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2515,025,36,19,07,1141331,1915244,2023,2023-02-09T15:48:39.000,41.923505671,-87.756123654,"{'latitude': '41.923505671', 'longitude': '-87.756123654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22615,19,307,44,2,6,133
58,12972510,JG140239,2023-02-02T21:00:00.000,031XX S HAMLIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1031,010,22,30,07,1151537,1883532,2023,2023-02-09T15:48:39.000,41.836289881,-87.71945617,"{'latitude': '41.836289881', 'longitude': '-87.71945617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,200,28,57,21,167
59,12971741,JG139246,2023-02-02T21:00:00.000,030XX W LYNDALE ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1414,014,32,22,05,1155772,1914934,2023,2023-02-09T15:48:39.000,41.922376006,-87.703070112,"{'latitude': '41.922376006', 'longitude': '-87.703070112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,371,40,1,7,182
60,12971326,JG138779,2023-02-02T20:57:00.000,071XX S ASHLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,True,False,0735,007,17,67,15,1166918,1857441,2023,2023-02-09T15:48:39.000,41.764377638,-87.663763302,"{'latitude': '41.764377638', 'longitude': '-87.663763302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,432,31,23,17,216
61,12971347,JG138792,2023-02-02T20:57:00.000,014XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,1424,014,1,24,14,1163461,1910034,2023,2023-02-09T15:48:39.000,41.908771527,-87.674956602,"{'latitude': '41.908771527', 'longitude': '-87.674956602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,482,41,4,7,200
62,12971302,JG138796,2023-02-02T20:51:00.000,018XX W FULTON ST,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,1223,012,27,28,26,1164106,1902045,2023,2023-02-09T15:48:39.000,41.886835505,-87.672813131,"{'latitude': '41.886835505', 'longitude': '-87.672813131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,21184,29,579,46,28,15,75
63,12971358,JG138789,2023-02-02T20:50:00.000,071XX S JEFFERY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0333,003,5,43,08B,1190777,1858141,2023,2023-02-09T15:48:39.000,41.765755571,-87.576292427,"{'latitude': '41.765755571', 'longitude': '-87.576292427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,452,33,24,18,89
