School ID,School Name,Network,2018,2019,2021,2022,pre_cov_att,post_cov_att,att_diff_pp
609793.0,NICHOLSON,Network 11,85.6,85.8,59.9,70.7,85.69999999999999,65.3,-20.39999999999999
609796.0,BEAUBIEN,Network 1,89.2,91.2,87.9,84.3,90.2,86.1,-4.1000000000000085
609797.0,BEIDLER,Network 5,91.7,90.7,85.9,82.7,91.2,84.30000000000001,-6.8999999999999915
609798.0,BELDING,Network 1,88.0,89.0,96.2,86.8,88.5,91.5,3.0
609800.0,BENNETT,Network 13,92.8,94.0,88.3,78.9,93.4,83.6,-9.800000000000011
609803.0,BLAINE,Network 4,92.3,92.0,89.5,90.1,92.15,89.8,-2.3500000000000085
609804.0,BOONE,Network 2,91.9,92.4,91.1,84.3,92.15,87.69999999999999,-4.450000000000017
609805.0,JOPLIN,Network 11,91.6,94.4,89.4,80.4,93.0,84.9,-8.099999999999994
609806.0,BRADWELL,Network 12,91.8,89.3,76.9,76.5,90.55,76.7,-13.849999999999994
609808.0,HALEY,Network 13,89.6,88.9,89.6,83.8,89.25,86.69999999999999,-2.5500000000000114
609809.0,BRENTANO,Network 4,91.0,89.2,90.4,83.5,90.1,86.95,-3.1499999999999915
609810.0,BRIDGE,Network 1,90.2,89.1,93.0,84.9,89.65,88.95,-0.7000000000000028
609811.0,BRIGHT,Network 13,81.4,91.3,87.9,81.5,86.35,84.7,-1.6499999999999915
609812.0,BROWN W,Network 6,81.5,90.9,83.7,78.4,86.2,81.05000000000001,-5.1499999999999915
609815.0,BOUCHET,Network 12,85.2,87.6,81.0,85.5,86.4,83.25,-3.1500000000000057
609817.0,BUDLONG,ISP,88.7,86.2,94.2,85.9,87.45,90.05000000000001,2.6000000000000085
609818.0,BURBANK,Network 3,89.2,88.0,91.7,85.2,88.6,88.45,-0.14999999999999147
609819.0,BURKE,Network 9,82.9,84.8,85.8,78.2,83.85,82.0,-1.8499999999999943
609827.0,BURNSIDE,Network 12,85.1,88.4,84.5,80.0,86.75,82.25,-4.5
609829.0,BURROUGHS,Network 8,93.6,93.9,87.5,81.5,93.75,84.5,-9.25
609830.0,BRUNSON,Network 3,84.3,84.0,70.6,71.4,84.15,71.0,-13.150000000000006
609833.0,CALDWELL,ISP,90.0,89.1,64.1,81.5,89.55,72.8,-16.75
609834.0,LITTLE VILLAGE,ISP,93.4,93.4,95.3,85.7,93.4,90.5,-2.9000000000000057
609835.0,CAMERON,Network 5,91.2,90.9,84.6,87.2,91.05000000000001,85.9,-5.150000000000006
609836.0,CANTY,Network 1,89.7,83.6,86.3,83.7,86.65,85.0,-1.6500000000000057
609839.0,CARROLL,Network 10,86.6,89.7,82.9,84.3,88.15,83.6,-4.550000000000011
609842.0,CARSON,ISP,94.4,94.4,90.7,86.8,94.4,88.75,-5.650000000000006
609844.0,CARTER,Network 9,76.0,90.8,92.1,89.6,83.4,90.85,7.449999999999989
609845.0,CARVER G,Network 13,87.6,86.4,68.8,76.7,87.0,72.75,-14.25
609850.0,GREELEY,Network 4,91.1,87.9,94.7,82.2,89.5,88.45,-1.0499999999999972
609851.0,CHALMERS,AUSL,94.7,89.7,85.6,87.4,92.2,86.5,-5.700000000000003
609852.0,CHAPPELL,ISP,90.3,89.5,90.7,85.2,89.9,87.95,-1.9500000000000028
609853.0,CHASE,Network 4,84.9,83.1,83.8,73.5,84.0,78.65,-5.349999999999994
609854.0,CHOPIN,Network 5,86.9,87.1,85.3,75.3,87.0,80.3,-6.700000000000003
609856.0,CLAY,Network 13,86.1,86.1,78.3,80.8,86.1,79.55,-6.549999999999997
609857.0,CLEVELAND,Network 1,86.2,87.3,91.0,86.3,86.75,88.65,1.9000000000000057
609859.0,CLINTON,ISP,92.8,92.8,92.5,83.8,92.8,88.15,-4.6499999999999915
609862.0,COLES,Network 12,89.8,84.6,81.1,80.3,87.19999999999999,80.69999999999999,-6.5
609863.0,COLUMBUS,ISP,91.7,92.5,94.0,89.1,92.1,91.55,-0.5499999999999972
609865.0,JORDAN,Network 2,90.0,90.9,93.4,85.7,90.45,89.55000000000001,-0.8999999999999915
609867.0,COOPER,Network 7,88.0,91.1,90.3,85.1,89.55,87.69999999999999,-1.8500000000000085
609870.0,CORKERY,ISP,91.6,92.4,94.4,83.0,92.0,88.7,-3.299999999999997
609871.0,VICK,Network 10,86.7,85.9,86.1,79.9,86.30000000000001,83.0,-3.3000000000000114
609872.0,PEREZ,Network 7,91.1,89.7,91.8,90.1,90.4,90.94999999999999,0.549999999999983
609873.0,CROWN,Network 5,87.3,87.6,87.7,77.9,87.44999999999999,82.80000000000001,-4.649999999999977
609874.0,DIRKSEN,Network 1,88.4,85.6,91.9,84.0,87.0,87.95,0.9500000000000028
609875.0,DARWIN,Network 4,92.2,92.3,93.2,87.3,92.25,90.25,-2.0
609876.0,DAVIS N,Network 8,90.5,91.0,90.5,85.2,90.75,87.85,-2.9000000000000057
609879.0,DAWES,Network 10,88.5,86.1,88.0,82.7,87.3,85.35,-1.9500000000000028
609883.0,DENEEN,Network 12,87.2,86.4,81.9,75.4,86.80000000000001,78.65,-8.150000000000006
609884.0,DEVER,Network 1,90.2,90.4,92.0,87.0,90.30000000000001,89.5,-0.8000000000000114
609885.0,DEWEY,Network 8,91.3,89.7,78.6,79.2,90.5,78.9,-11.599999999999994
609887.0,DIXON,Network 12,86.2,85.9,91.7,80.8,86.05000000000001,86.25,0.19999999999998863
609891.0,DOOLITTLE,Network 9,93.6,88.3,87.8,83.3,90.94999999999999,85.55,-5.3999999999999915
609893.0,DORE,Network 10,87.1,90.2,91.0,87.4,88.65,89.2,0.5499999999999972
609894.0,DRAKE,Network 9,90.1,91.0,81.2,82.5,90.55,81.85,-8.700000000000003
609896.0,DRUMMOND,Network 6,93.2,91.8,87.8,88.8,92.5,88.3,-4.200000000000003
609897.0,EARLE,Network 11,83.8,82.6,70.5,72.7,83.19999999999999,71.6,-11.599999999999994
609900.0,CURTIS,AUSL,90.3,89.0,84.2,84.6,89.65,84.4,-5.25
609902.0,METCALFE,Network 13,85.3,84.2,68.3,73.9,84.75,71.1,-13.650000000000006
609903.0,EDWARDS,Network 8,89.7,89.8,87.3,78.9,89.75,83.1,-6.650000000000006
609904.0,ELLINGTON,Network 3,82.7,84.3,70.3,77.9,83.5,74.1,-9.400000000000006
609907.0,ERICSON,Network 5,91.2,89.7,66.9,83.2,90.45,75.05000000000001,-15.399999999999991
609908.0,ESMOND,Network 10,91.6,92.7,85.7,84.1,92.15,84.9,-7.25
609909.0,EVERETT,ISP,92.4,90.7,86.5,88.8,91.55000000000001,87.65,-3.9000000000000057
609910.0,FALCONER,Network 3,91.7,92.7,89.1,84.5,92.2,86.8,-5.400000000000006
609912.0,FARNSWORTH,Network 1,87.5,86.8,92.9,85.0,87.15,88.95,1.7999999999999972
609917.0,FERNWOOD,Network 13,88.2,89.6,86.5,88.2,88.9,87.35,-1.5500000000000114
609919.0,FISKE,Network 9,89.5,89.4,77.9,77.8,89.45,77.85,-11.600000000000009
609920.0,KANOON,Network 7,92.7,93.0,95.2,79.7,92.85,87.45,-5.3999999999999915
609921.0,TELPOCHCALLI,Network 7,92.9,86.6,85.9,84.1,89.75,85.0,-4.75
609922.0,BELMONT-CRAGIN,Network 3,86.2,86.3,88.7,81.5,86.25,85.1,-1.1500000000000057
609924.0,FORT DEARBORN,Network 11,89.0,96.6,92.1,75.1,92.8,83.6,-9.200000000000003
609925.0,KELLMAN,Network 5,91.9,91.8,85.7,78.7,91.85,82.2,-9.649999999999991
609927.0,FOSTER PARK,Network 11,84.2,83.2,87.6,83.5,83.7,85.55,1.8499999999999943
609928.0,FULLER,Network 9,79.7,94.3,81.4,76.9,87.0,79.15,-7.849999999999994
609929.0,FULTON,Network 8,88.4,88.7,75.9,83.3,88.55000000000001,79.6,-8.950000000000017
609930.0,FUNSTON,Network 4,87.5,89.3,83.8,87.8,88.4,85.8,-2.6000000000000085
609933.0,GALE,Network 2,88.5,83.3,78.6,84.7,85.9,81.65,-4.25
609935.0,GALLISTEL,Network 13,89.9,90.5,90.0,87.5,90.2,88.75,-1.4500000000000028
609938.0,GARY,Network 7,92.1,91.1,90.5,80.5,91.6,85.5,-6.099999999999994
609939.0,GILLESPIE,Network 12,91.6,90.3,89.1,81.4,90.94999999999999,85.25,-5.699999999999989
609941.0,RANDOLPH,Network 11,81.9,81.2,70.1,75.0,81.55000000000001,72.55,-9.000000000000014
609942.0,GOETHE,Network 4,87.8,91.0,85.9,84.0,89.4,84.95,-4.450000000000003
609943.0,OWENS,Network 13,92.7,91.2,74.2,79.5,91.95,76.85,-15.100000000000009
609944.0,GRISSOM,Network 13,88.0,89.6,89.3,82.8,88.8,86.05,-2.75
609945.0,GOUDY,Network 2,87.5,87.4,94.5,88.5,87.45,91.5,4.049999999999997
609947.0,GRAHAM ES,Network 6,86.3,81.8,77.1,77.7,84.05,77.4,-6.6499999999999915
609949.0,GRAY,Network 1,85.9,87.1,88.9,85.9,86.5,87.4,0.9000000000000057
609950.0,ORTIZ DE DOMINGUEZ,ISP,91.8,90.4,90.6,86.8,91.1,88.69999999999999,-2.4000000000000057
609951.0,ARIEL,Network 9,87.7,86.9,83.8,74.0,87.30000000000001,78.9,-8.400000000000006
609952.0,GREENE,Network 8,91.0,87.9,89.4,87.2,89.45,88.30000000000001,-1.1499999999999915
609954.0,GREGORY,Network 5,88.7,89.6,75.5,88.2,89.15,81.85,-7.300000000000011
609955.0,GRESHAM,Network 11,79.5,86.7,87.0,91.4,83.1,89.2,6.1000000000000085
609956.0,GRIMES,Network 10,90.1,88.5,86.2,83.2,89.3,84.7,-4.599999999999994
609958.0,GUNSAULUS,ISP,94.6,93.1,91.8,89.4,93.85,90.6,-3.25
609959.0,HAINES,Network 6,93.5,95.8,91.1,89.3,94.65,90.19999999999999,-4.450000000000017
609961.0,NINOS HEROES,Network 12,78.0,86.2,74.8,75.2,82.1,75.0,-7.099999999999994
609963.0,HAMILTON,Network 4,96.0,95.8,100.0,92.5,95.9,96.25,0.3499999999999943
