ca_id,count_schools,tot_student,perc_low_income,perc_black_his_stu,bus_count,pre_cov_att,post_cov_att,att_diff_pp,dolla_per_student,comm_area_x,med_age,covid_idx,perc_chg_pop,perc_black_hispanic,perc_pop_lforce,perc_emp,med_inc,inc_p_cap,med_rent,perc_hh_comp,perc_hh_internet,highly_walkable_pop_pct,highly_walkable_emp_pct,pop,long,lat,low_bw_rate,uninsured_rate,adq_child_care,perc_vacant_units,perc_sing_par_hh,comm_belong_16_18,comm_belong_20_21,perc_hh_stamps,perc_not_getting_stamps,rent_burdened_hh,homicide_rate,drug_induced_dt_rate
58,2,323.5,0.7224621373395779,0.7367911522007988,1.0,91.075,88.14999999999999,2.9250000000000114,15098.676722827078,Brighton Park,31.175095,48.5,0.3139472746704667,81.23244710728328,47.00898708107096,89.24126257094494,45781.71091,18312.79428,874.8424842,79.19364331959976,75.49293702177752,0.941762712,0.836682028,45141,-87.698859,41.817364,8.7,16.50716304,66.4,8.797244302,9.199281912,57.5,31.12410839,25.03414597,55.65888775,48.71112384,14.4,12.0
59,14,415.07142857142856,0.834647488739262,0.9547028795370748,2.357142857142857,87.70863095238096,78.70029761904763,9.008333333333331,16166.8074893032,McKinley Park,38.90544707,36.8,-0.2443302844255106,53.96825396825397,56.84769775678866,93.97715472481828,61814.25486,26933.93789,940.819209,89.90610328638498,86.92668833513903,0.952158086,0.761309673,15927,-87.6725,41.829927,6.5,11.63189971,70.4,6.905258063,3.910246509,61.4,49.58221961,17.3341897,48.53846823,41.03840794,4.4,17.6
60,3,797.0,0.678052612924709,0.955505816356142,2.0,91.45833333333333,89.03333333333332,2.4250000000000065,11187.564663844643,Bridgeport,37.4904653,21.6,0.0237430996616608,23.106074494110647,55.70523206850128,93.14819641162406,58670.10682,31668.72483,1066.264189,88.2804800959592,87.00858842491941,1.0,1.0,33593,-87.648784,41.836151,7.7,8.750233671,71.3,6.686845284,4.545351213,70.5,39.6701101,11.05540234,66.16438485,35.86283779,4.6,15.5
61,9,723.5555555555555,0.8384522008129701,0.9833254607549168,2.5555555555555554,92.00925925925927,86.8763888888889,5.132870370370373,13314.465289663895,New City,33.10160771,59.7,-15.647415943233888,84.9392669923377,47.43240547575221,83.17412539130854,35396.3424,18005.11013,798.0487731,78.10716658220517,76.65201563744299,0.999017682,0.555383955,43510,-87.659171,41.809017,9.0,19.60128396,60.3,15.64383568,11.62812731,58.6,56.647094,32.70372359,48.14201895,47.74903613,38.3,36.6
62,3,450.6666666666667,0.5123342130007001,0.838545479765036,0.6666666666666666,89.60000000000001,84.86666666666667,4.73333333333333,17407.555084152573,West Elsdon,32.26247601,48.6,15.532943910558384,82.37866436322409,49.640986881174754,90.34257748776508,54185.77982,23006.96534,1005.755064,82.65500190186383,80.5439330543933,1.0,1.0,18249,-87.724213,41.792977,6.9,8.856372699,70.4,5.34884442,11.12060085,53.7,60.11140267,17.82308709,68.08330209,59.86718142,15.9,14.2
63,2,1216.0,0.8303795867645998,0.9847738099966683,2.5,89.40625,85.275,4.1312500000000085,10797.918908085157,Gage Park,29.28865696,58.8,0.8853621820223,95.64305949008498,45.8328611898017,83.75054082452561,42271.4808,16154.70878,842.7777778,78.80807495411958,76.36433883898387,0.999693228,0.807699638,39439,-87.696433,41.795429,7.3,15.80469469,66.5,7.659187837,9.098871509,51.2,51.24257707,26.64802362,46.72462246,51.46669443,19.0,14.7
64,8,533.875,0.8152315439765887,0.9797760818289252,1.75,84.70833333333333,77.003125,7.705208333333335,18026.96860888868,Clearing,36.08970976,42.7,9.592046930276297,59.46599950783365,50.51267328356984,89.39590776226048,58168.13049,27582.04475,1046.176046,85.15308419630797,84.0499774876182,1.0,0.943423471,24519,-87.768517,41.779582,6.4,7.512565604,75.0,4.445849157,5.546992387,65.7,45.65259678,12.91936081,54.33081505,50.19126202,6.7,29.0
65,7,460.0,0.7563787440027676,0.9810883226036259,2.0,87.44464285714285,78.25357142857142,9.191071428571432,17672.48018436181,West Lawn,32.08806051,48.5,15.142808277749271,87.5722902804552,48.01629251912195,89.67817133976558,54757.83476,21706.25244,996.0526316,85.89355257464301,83.35136304630029,0.927448276,0.454832282,33543,-87.726927,41.769774,7.2,11.78779815,69.4,4.782687264,6.369290508,48.3,58.22033938,16.18720942,56.04601217,54.2316839,5.6,19.9
66,11,300.1818181818182,0.8159382317747902,0.9904045979947877,2.8181818181818183,86.42954545454546,75.13409090909092,11.295454545454545,17456.021129147728,Chicago Lawn,32.6517204,57.8,-8.924965804728718,95.14665417715592,46.24241359795484,82.96758946657664,36277.83964,17620.09125,893.206951,80.12440584472742,76.91450032275101,0.999946663,0.998292058,55789,-87.695667,41.771849,10.8,15.93679694,63.0,11.06307791,9.961612941,58.7,36.03452894,32.1889909,39.58221625,60.7614804,32.4,30.9
67,8,436.75,0.7523657408821789,0.9920721926331962,1.875,86.1796875,76.2390625,9.940625,16754.975595911113,West Englewood,40.31692515,63.7,-34.528068548209,96.4943803043046,40.50386115146418,75.49787635677207,26438.54749,17440.94147,899.2631579,71.54748771437168,63.81506368468559,1.0,1.0,29899,-87.666598,41.775926,15.2,11.5054717,49.8,23.24323884,11.01206355,45.4,45.9730913,45.05017484,34.67416678,61.39988577,67.7,41.6
68,4,922.5,0.32994767257822466,0.44773702875951127,3.25,92.465625,88.75,3.7156250000000064,12457.389247023144,Englewood,35.76229508,55.3,-39.41375366714733,96.0261592261229,38.29874199554929,75.05039724890312,22228.26087,15034.36201,873.4398782,74.84630613733458,66.27070959674899,1.0,1.0,24322,-87.642502,41.777201,16.9,12.14640825,51.3,32.20668893,16.31514806,48.7,41.53205927,45.98452096,30.16735713,56.00648745,70.8,47.4
69,8,680.25,0.764883839129792,0.9675377291196289,1.75,86.25625,81.9125,4.343750000000003,13412.488903751355,Greater Grand Crossing,36.12857143,46.0,-18.509024055516715,97.59420979306128,45.17992456420538,80.2496991576414,30109.64912,19735.39876,908.9698046,82.54154907494512,71.30761994355598,1.0,1.0,31543,-87.616139,41.763251,15.6,8.474873625,54.8,22.31801302,22.35315262,54.6,40.26251336,42.5334889,26.75947377,53.65557404,65.1,43.9
70,13,330.53846153846155,0.8046971265211049,0.992988358032955,2.4615384615384617,86.4900641025641,81.44455128205128,5.045512820512817,14769.722144041572,Ashburn,36.46160558,45.1,3.824777687954729,87.76980094168104,49.9393967647196,89.52625437572928,71951.49017,25905.19106,1253.04878,93.12882485087924,88.5583701293671,0.8720485,0.587266553,41280,-87.708363,41.745756,9.2,11.01690479,71.2,3.049807611,6.823246878,58.7,52.44470033,15.2071617,73.81833238,60.13261739,20.9,10.3
71,1,267.0,0.6741573033707865,0.951310861423221,0.0,85.35,84.6,0.75,13922.591760299625,Auburn Gresham,38.58927382,48.2,-19.75754541553426,97.53950918668892,43.149599554584775,83.5136476426799,37484.19389,20664.60043,905.0454921,80.27779314924464,71.01433235570805,0.950207561,0.87847097,44959,-87.656305,41.744203,15.4,7.978832864,58.5,15.90060277,15.40125377,59.3,41.07697162,36.9358032,37.67461067,51.71566932,57.5,32.9
72,9,386.3333333333333,0.7715126482124118,0.9937519160257572,2.111111111111111,89.28333333333335,83.25972222222222,6.023611111111113,15825.380435185494,Beverly,44.04398955,27.4,-8.935067297198982,39.06242115355503,52.53570167028309,94.05436557487272,110018.1598,55810.52955,936.5771812,93.5248992328696,91.02847484072292,0.96185567,0.987568157,19950,-87.675072,41.713148,7.9,2.626523225,84.7,7.923907103,2.915233835,87.2,71.77052423,5.138581093,58.50430447,26.08100528,10.7,12.1
73,1,780.0,0.5025641025641026,0.7230769230769231,3.0,93.75,90.075,3.674999999999997,15153.465384615385,Washington Heights,42.20468432,53.2,-16.010454712998023,96.93763919821826,45.50482553823311,85.62688636919815,53580.48162,24293.88493,968.9795918,86.32837072761586,78.77961836863075,1.0,1.0,25075,-87.648897,41.717495,13.9,8.322540709,62.7,11.82873955,9.034933214,63.2,43.23619226,27.68631858,38.03539971,58.51073544,49.7,30.2
74,5,452.6,0.6513711863371778,0.9057545839211473,1.2,85.75750000000001,79.08250000000001,6.6750000000000025,16180.674242331917,Mount Greenwood,37.9686243,30.5,-1.0201912858661,13.715498938428874,50.10084925690022,95.58215912702616,97760.69519,41850.44559,1091.58805,93.16788321167884,91.4014598540146,0.916029746,0.819865772,18633,-87.713189,41.694876,6.1,2.709618218,88.8,4.666783763,3.752676671,81.0,48.26745058,2.411666127,92.54922668,27.42519335,4.5,14.2
75,1,1096.0,0.5812043795620438,0.1660583941605839,2.0,87.0,87.95,-0.9500000000000028,9239.1049270073,Morgan Park,43.63474981,43.3,-16.015222389598033,65.8379035479633,49.14085213605057,89.36063161145829,64137.0976,34941.99834,1164.315793,88.3847526850153,83.35527437308869,1.0,1.0,21714,-87.669062,41.689729,10.8,6.499145785,69.7,7.065120686,8.001481332,67.5,62.2909876,15.72094027,56.01368504,46.0426736,32.9,13.4
76,4,998.75,0.6077742154106321,0.5534637934772498,3.5,90.559375,89.015625,1.5437499999999993,11557.294967818752,O'Hare,36.70826483,19.0,15.027861123017574,14.87186445111619,59.51467883938359,95.7547052460894,60440.97616,35578.00231,1220.293108,95.7913824780773,89.99945870412472,0.788202003,0.914285714,14416,-87.893699,41.975696,5.7,16.85113086,71.8,4.862374112,4.038481957,72.1,55.34049901,7.102173832,73.24455612,47.03967046,1.3,17.9
77,2,202.5,0.4029184635442784,0.4656754588306088,1.0,74.0125,73.19375,0.818750000000005,21237.762774546183,Edgewater,37.07107611,17.3,-9.48905109489051,29.141464910636707,62.44015470328659,94.39532853088846,58283.37875,42485.67865,1128.703469,88.97131228254447,85.97452898312874,1.0,1.0,47343,-87.663419,41.986719,7.4,8.619610545,76.3,10.06438296,1.805569096,70.5,50.09195652,9.581853016,72.69555036,41.59907432,2.0,19.9
