ca_id,count_schools,tot_student,perc_low_income,perc_black_his_stu,bus_count,pre_cov_att,post_cov_att,att_diff_pp,dolla_per_student,comm_area_x,med_age,covid_idx,perc_chg_pop,perc_black_hispanic,perc_pop_lforce,perc_emp,med_inc,inc_p_cap,med_rent,perc_hh_comp,perc_hh_internet,highly_walkable_pop_pct,highly_walkable_emp_pct,pop,long,lat,low_bw_rate,uninsured_rate,adq_child_care,perc_vacant_units,perc_sing_par_hh,comm_belong_16_18,comm_belong_20_21,perc_hh_stamps,perc_not_getting_stamps,rent_burdened_hh,homicide_rate,drug_induced_dt_rate
22,7,487.14285714285717,0.7572700982833754,0.929136095651886,1.5714285714285714,88.92202380952381,84.6672619047619,4.254761904761911,14722.260538989902,Logan Square,32.39190816,27.7,-13.359124705313423,40.84540589010003,68.21567301818588,96.60477776758646,84653.4034,52299.251,1394.638305,87.58450945571236,86.91154936598437,1.0,1.0,71742,-87.699149,41.922768,7.1,7.451660058,78.4,9.424221276,4.276809506,72.8,54.37098381,8.932811302,69.40252364,34.84907992,4.2,19.7
23,11,538.0909090909091,0.6393958737430955,0.7800021587964384,1.6363636363636365,90.00909090909092,85.98181818181818,4.027272727272726,13934.027555906547,Humboldt Park,32.66518148,52.4,-17.727383194604776,88.525946214224,49.78952592783221,89.06815328952227,41535.65292,20336.54578,1071.519741,82.43498322147651,75.50859899328859,0.99980292,0.943404797,53832,-87.720917,41.90008,10.2,14.89062484,65.2,9.0741496,15.68857625,59.2,32.14072553,32.45316583,34.05459597,54.37026229,27.4,63.0
24,14,484.5,0.8197945558769479,0.9666323911120352,2.0714285714285716,85.68630952380953,79.64226190476191,6.044047619047622,14357.4598135929,West Town,32.62385816,18.2,0.3957225367415795,27.248717979085,73.446173525824,96.57034589928756,112555.2091,68810.35002,1685.728831,85.77586206896551,84.46178937558247,1.0,1.0,87942,-87.676358,41.901216,7.4,5.076638887,80.4,7.568576726,3.383987994,60.1,38.07620447,7.194325802,69.39167124,28.83784881,6.5,21.6
25,16,484.75,0.6243850635831011,0.787259655176399,2.6875,90.13984375,83.55546875,6.5843750000000005,16156.037321143907,Austin,36.97618685,52.9,-17.84270848400793,92.72979710327851,45.4513899845382,86.61020087012868,35555.36685,21384.81546,978.327787,77.13863484273924,70.85935757305376,0.997275537,0.925599082,96753,-87.763117,41.894113,14.2,10.91563407,59.6,12.34270104,11.69814983,58.0,33.48612072,34.36138284,39.00671061,59.53000212,60.3,63.6
26,15,369.93333333333334,0.7848879835029912,0.9790282351856133,2.3333333333333335,87.955,77.62083333333334,10.33416666666667,15794.652363601532,West Garfield Park,33.69940978,47.4,-24.266909943959337,95.8942325186488,40.83934744375038,75.2004752004752,29443.39623,14759.95688,1029.02439,66.87965921192757,62.58938080024342,1.0,1.0,17423,-87.730233,41.878602,16.2,8.98171784,52.9,23.80341917,16.53618673,51.7,36.79460041,50.76642495,23.27215021,63.353805,71.7,79.8
27,5,231.6,0.812375325998224,0.9948136705824118,2.0,88.3,77.785,10.515000000000004,18457.95729042014,East Garfield Park,32.43991416,47.9,-4.257458933959102,89.64315352697095,41.20055325034578,81.02591647643347,23066.57224,16138.4229,928.7153652,71.20592743995911,63.64333163004599,1.0,1.0,19995,-87.705892,41.878923,15.3,9.745644204,56.4,16.32313839,20.87942723,52.8,29.22524695,49.53437577,28.84534391,57.91668284,80.8,86.7
28,10,230.5,0.8424483518108697,0.9950876817207183,2.3,85.55499999999999,73.96375,11.591249999999999,22138.17299324544,Near West Side,31.74387646,20.0,46.23537775479868,34.207845134997456,62.83749363219562,93.76773408998784,93202.49846,59634.86515,1755.633667,81.51718851347367,80.34082198242821,1.0,1.0,67817,-87.663513,41.874016,10.0,4.038200715,77.1,10.94029238,5.141263234,57.3,37.14417459,11.32511816,69.72062187,38.29796848,9.0,39.5
29,14,569.2857142857143,0.6707962623710101,0.8668190107188439,2.2857142857142856,86.98839285714287,79.27053571428571,7.717857142857142,20717.808297045474,North Lawndale,32.67097967,58.5,-16.69699291323501,93.8677738741616,43.12999041839668,82.83471563981043,30960.59113,17708.19019,1019.907407,73.55507088331515,66.54463312042374,1.0,1.0,34817,-87.717218,41.860197,14.5,11.61828214,57.0,21.75603393,20.24228703,49.5,40.53879833,44.90776024,30.21148652,60.72561003,68.9,98.7
30,12,265.1666666666667,0.8536118811131138,0.9897407813531145,2.0,90.515625,75.33958333333334,15.176041666666665,18521.58601863494,South Lawndale,32.38064169,58.2,-21.60072910147028,93.75952160603688,38.68441660140955,91.19985277880016,36919.74596,14234.46978,836.1766319,76.96447256963475,71.39369176341621,0.997844944,0.747040498,71402,-87.714,41.839091,8.2,20.26453302,67.2,10.37364283,8.89690581,59.3,55.08192715,22.84175578,52.01102384,52.04969152,10.0,14.7
31,6,511.8333333333333,0.6890681952916927,0.7464304887648825,4.166666666666667,87.65833333333335,84.71875,2.9395833333333314,22748.867036278083,Lower West Side,33.07234766,48.9,-23.34718720901183,71.4005876591577,59.91980901077375,93.49236348776626,59889.22457,30761.85143,1017.211123,85.17115804806991,81.89366351056083,1.0,0.757894737,33716,-87.66757,41.850277,8.5,13.1200757,70.5,10.85752679,6.224056247,72.2,35.1725513,16.2019522,59.31193379,37.04935661,10.4,17.1
32,20,431.8,0.8341323749273218,0.9857384536618934,2.25,89.62125,83.05375000000001,6.567500000000001,18316.40930677337,The Loop,32.57892628,8.3,158.10349035879912,16.642510234698808,68.9653418770819,94.1560356905833,113599.1379,90269.15221,2231.053338,85.12057677964697,85.17444269495317,1.0,1.0,39135,-87.625194,41.878881,7.8,2.830144027,79.3,14.33218657,1.493095973,59.6,37.30808087,2.111343797,94.79110451,34.03266599,1.2,14.8
33,12,406.3333333333333,0.7845056716450283,0.9564962734240892,2.4166666666666665,87.13437499999999,82.765625,4.368750000000006,18012.43530824481,Near South Side,37.4720715,15.0,202.8183825849196,26.67576584774037,69.21822869275098,99.26603494550037,115993.1326,88783.76137,1948.883162,95.71446684417396,93.93939393939394,0.998729304,0.811452639,27044,-87.620344,41.857196,9.2,3.733649906,79.9,4.530942443,3.472372648,61.9,55.67215555,11.79773229,72.59776682,31.67944145,3.5,19.8
34,3,452.6666666666667,0.7750162570698244,0.8912873795077315,2.6666666666666665,90.25,82.86666666666666,7.3833333333333355,17904.697274555292,Armour Square,46.4571369,30.9,15.44215425531915,14.499868566078614,46.94230180773001,92.95118371439293,37122.66529,24901.0311,698.4822407,77.20019054532578,73.93633842067987,1.0,1.0,13847,-87.633976,41.842083,8.8,8.840978047,66.4,6.687698095,6.109287966,60.1,49.21471635,25.88617201,50.12406374,42.36372991,8.3,8.4
35,3,393.3333333333333,0.7521307745714157,0.42010852469808446,2.3333333333333335,93.71249999999999,91.0625,2.650000000000001,16892.39237275506,Douglas,32.59378349,36.0,-23.343407631280694,70.47086247086247,46.43822843822844,86.22628250175686,35796.1165,28546.88932,1059.664819,91.62785989066612,86.84956468920835,1.0,1.0,17630,-87.61868,41.835122,12.0,7.984599479,59.3,9.069167546,10.25873624,59.4,49.68395792,30.6110468,50.56929638,42.28024693,21.8,37.7
36,6,1117.0,0.3025133720648368,0.41370499254353743,2.0,90.47083333333335,89.24374999999999,1.2270833333333304,13656.465345193013,Oakland,33.71515679,31.3,11.27659574468085,92.49964147425786,52.64591997705436,80.11441024244075,36837.60684,28101.43683,795.6349206,86.66459434255518,82.99658066521603,0.997116645,0.091471055,4280,-87.603217,41.823754,14.1,8.991401402,61.7,6.265596909,21.54574682,65.6,68.08857916,39.79699363,27.50611815,45.49788496,51.8,45.7
37,4,587.25,0.6536870579133438,0.8054960785237701,3.75,90.60625,84.725,5.881249999999994,14302.909317585254,Fuller Park,47.44558016,50.1,-24.941520467836256,93.12021674406104,34.66321397143092,76.13026278147653,17216.78622,14738.4235,561.3246104,70.6190423245614,67.63658618421053,1.0,1.0,2549,-87.632427,41.809082,19.4,3.490778093,51.3,27.61259685,10.00136857,44.5,17.74100418,61.62521589,15.70205139,51.00525428,88.7,77.1
38,3,1069.0,0.6843310526969862,0.7831588124765042,9.666666666666666,79.43194444444445,74.43333333333334,4.9986111111111144,8741.125164048397,Grand Boulevard,37.49339934,41.3,-12.200956937799043,92.82605940259413,51.0710211669272,86.07710125744539,39110.73826,29807.9199,943.4131737,84.33232842702607,80.04078737364782,1.0,1.0,24586,-87.61786,41.812947,12.4,6.755379533,62.9,10.10095131,12.95474224,56.1,40.4422231,37.04506098,27.49151651,50.64255875,36.6,34.9
39,8,364.25,0.7670185040501422,0.9893552003475793,2.875,85.1359375,77.2390625,7.896874999999998,15911.61323200311,Kenwood,39.00716846,24.9,4.1006371507923545,68.2617404851992,52.23124860894725,90.69990412272293,52336.4486,48781.32701,1074.194387,87.94691492522531,83.14350797266515,0.8173258,0.833059211,14716,-87.596186,41.808918,10.3,7.400709359,71.2,10.6545317,8.87228177,78.1,51.60644312,24.18889937,50.3925004,52.12559155,18.6,7.7
40,9,396.1111111111111,0.7157098837251948,0.9569075715376277,1.6666666666666667,85.07916666666667,77.22222222222223,7.856944444444445,14141.088713622514,Washington Park,31.47073922,41.2,-10.17248692209812,93.91004123909084,42.39953965666059,82.08550101786926,23351.06383,16193.1289,944.1919192,77.05108359133128,69.87229102167183,1.0,1.0,12709,-87.617936,41.792356,15.1,9.067516958,56.1,17.97436045,24.17325053,43.6,19.12638117,43.35003642,33.90112707,58.61591873,69.4,66.7
41,4,351.25,0.8030233949658638,0.9925632498287027,3.25,88.46875,78.934375,9.534375,11903.033267570452,Hyde Park,30.51812367,16.7,-1.5508021390374331,31.945747060096675,56.1575643892937,93.4224049331963,52422.56637,48606.06637,1237.5,88.04831961128357,86.07774328519369,1.0,1.0,23914,-87.592305,41.794088,7.8,5.202569093,80.7,9.616310678,3.563470081,68.3,44.32044825,7.765021656,90.64335734,51.04129001,3.0,7.9
42,8,313.125,0.8056961438540954,0.9748416114078319,3.25,86.73593749999999,77.2421875,9.49375,17940.35217568601,Woodlawn,33.20743754,37.8,-9.824263457136528,85.15687494444938,48.75655959470269,82.43022950748883,27540.98361,20824.41827,960.7714702,79.90871921650661,73.29086241323571,0.99905575,0.792316057,24630,-87.594924,41.778877,14.4,9.345498145,63.3,20.22184219,12.9426665,44.1,39.30330186,38.83935304,40.64997057,56.82782917,47.8,30.6
43,1,246.0,0.7520325203252033,0.9878048780487804,4.0,89.6,86.05000000000001,3.549999999999983,17398.959349593497,South Shore,37.28693561,45.6,-12.322113197738645,95.27303754266212,51.22259946909367,84.72546412020382,35886.77751,27282.81953,930.6204519,82.64719589871058,77.97887214540935,0.999741397,0.999650105,45611,-87.57279,41.761583,13.1,7.66967933,57.7,18.88462482,13.30498887,46.1,38.3236476,38.72401881,33.8994511,51.48477759,45.8,30.5
44,2,184.0,0.7791186440677966,0.9957627118644068,1.5,86.375,90.425,-4.049999999999997,16260.760813559322,Chatham,42.30225418,43.0,-14.929577464788732,97.32762697412224,47.35640849531471,83.21132198484513,39858.57561,25790.28123,860.0558919,81.61280973892248,71.1962814721318,1.0,1.0,31804,-87.615965,41.740206,14.2,10.33368903,58.3,15.28654674,11.13724427,55.4,37.85862875,34.36518747,34.96832852,55.53286844,46.8,43.7
45,10,396.2,0.7445212879603191,0.9921726378417745,2.7,88.72375000000001,80.35249999999999,8.371250000000007,15910.024432964836,Avalon Park,45.12512307,44.2,-15.152058849914775,94.72734450393388,48.61372870350713,84.26875505751485,54418.51813,29200.1494,931.5121958,75.53253932448733,72.73398685162846,1.0,1.0,9359,-87.586347,41.744197,11.8,8.960023923,58.6,14.55130667,9.224365271,54.8,57.24144466,19.26523967,44.18984591,56.98617437,36.8,30.3
46,5,1164.4,0.4515964420366651,0.5565241369348339,2.8,92.88499999999999,90.35499999999999,2.5299999999999927,13035.833186871498,South Chicago,34.22471534,43.8,-29.26728158358379,95.89685425492875,47.14280948727357,83.68949900934051,39798.13665,19442.66868,815.7971014,84.36053372061359,83.30761550331306,1.0,1.0,25975,-87.551435,41.741243,12.7,9.715128034,52.4,21.82693261,14.51829071,47.3,38.95701388,37.7355754,31.21394243,51.73279229,51.1,44.2
47,5,342.2,0.7899849839735418,0.9920404385962124,3.0,86.76,77.6575,9.102499999999992,16314.696989152235,Burnside,50.02293578,58.4,-23.284760170006077,96.05504587155964,50.091743119266056,84.06593406593407,39351.85185,26586.8078,703.2846715,73.45559845559846,69.1119691119691,1.0,1.0,2514,-87.59647,41.728181,15.3,18.11350012,47.1,20.31986175,8.563437635,61.428947368421056,45.66004518,34.43583372,52.68117785,48.37066627,58.7,37.6
48,2,437.0,0.7123899529512695,0.9771633224165752,0.5,87.225,83.80000000000001,3.42499999999999,17836.166410202288,Calumet Heights,49.43205394,46.1,-18.066858645298613,97.83683059223851,48.877906505711735,92.88910989557434,57420.14742,35883.58973,1078.001969,86.75244653860095,84.90395070677782,1.0,1.0,13085,-87.57272,41.729673,13.9,5.88556315,58.7,10.76533138,8.210757574,66.3,54.2892461,17.61384428,45.5783089,34.48987318,28.4,20.8
49,6,712.1666666666666,0.7685685096639033,0.9516430496275977,0.8333333333333334,89.20416666666667,84.87916666666668,4.324999999999998,12457.509767262847,Roseland,39.0245098,54.7,-26.37748231322193,96.62317340938344,44.23945688110441,81.04284328826516,44040.6051,20781.95404,1085.883823,77.88461538461539,69.79442970822282,0.994798338,0.982403218,38934,-87.623366,41.706588,14.0,9.706407532,53.3,21.02299414,14.65978277,58.8,43.96521962,33.38330915,39.88670899,53.84499814,62.4,41.2
50,7,277.85714285714283,0.7531786148967526,0.9739730084554632,1.4285714285714286,88.64999999999999,77.15714285714284,11.492857142857146,16434.753282357025,Pullman,42.59615385,46.4,-23.55117139334155,84.68657972233909,56.65404571588838,84.25742574257426,48056.72269,27871.22101,921.7603912,102.03672787979968,96.92821368948246,0.918649868,0.344509948,6866,-87.598252,41.706131,14.9,5.100668844,63.3,12.59034619,9.823361055,70.6,47.80195559,23.07983421,49.8146233,40.55321228,36.5,33.9
51,2,441.0,0.8636627064618951,0.9926108374384236,1.0,89.525,78.65625,10.868749999999999,13468.914879745002,South Deering,35.8992467,52.5,-16.98057680988817,94.66455361859482,41.9770206022187,82.88500865187982,30127.84091,19183.58743,927.480916,87.89305215590284,83.84485031067595,0.359101472,0.096439169,14125,-87.570058,41.690639,10.7,8.470312395,56.9,13.16711225,16.37202501,59.8,21.8172553,36.62894508,27.46540432,62.1393399,29.9,26.3
52,2,425.0,0.7254193454826703,0.906366317010683,0.0,87.44999999999999,82.8,4.649999999999999,13133.075427804903,East Side,33.32199646,43.9,-8.1554136895954,86.63421162750896,44.46501123038764,91.851176676213,52003.37755,21933.7836,850.4032798,88.9353689463164,85.71327761279268,0.715264493,0.753791709,21529,-87.534907,41.707306,7.5,12.48701561,62.9,8.557676546,11.56133719,44.8,30.15362093,21.35325945,45.18810098,36.59763338,13.6,17.8
53,4,881.25,0.6478395000202177,0.8872867846925279,2.5,89.8375,84.2,5.637499999999999,12912.402339297081,West Pullman,35.88581024,49.2,-28.77295424158913,97.05860141972512,49.83008608971454,79.28317041751913,46380.45541,22615.252,1031.097561,81.44041450777202,77.40932642487046,0.909574468,0.874165872,25788,-87.635745,41.67382,12.8,10.60359015,52.4,19.33050923,14.71913722,54.9,41.55399149,32.66419431,33.44568442,49.24905276,53.2,39.7
54,4,1459.0,0.8243988303867732,0.9746821307780816,2.75,91.04375,82.43125,8.612500000000004,13661.892578766623,Riverdale,25.86317136,35.6,-25.965949638087476,99.02886431076342,40.82816293498786,70.13544763792534,19676.96629,14175.67494,421.1956522,94.96630994847403,89.179548156956,0.0,0.0,7229,-87.602849,41.660137,13.4,8.762128237,49.4,9.344914189,37.57389684,27.7,30.79520849,63.79220445,22.35295709,36.60837165,74.2,59.9
55,9,644.0,0.8054149247215278,0.9533252331786248,1.7777777777777777,89.17361111111111,84.0638888888889,5.109722222222221,13670.117658762123,Hegewisch,39.64860189,35.8,2.515080257642368,63.07050500900433,45.72798089505071,90.10894508602485,57846.64934,27694.54333,1029.341184,85.85713241773185,81.7144964917052,0.0,0.0,9884,-87.556803,41.668188,8.1,9.212541674,63.4,10.23076261,12.62475609,79.0,48.76347237,18.14342637,50.99414505,44.73183788,16.8,26.2
56,3,183.66666666666666,0.5750996535248412,0.8549090110584313,3.0,89.64999999999999,87.53333333333335,2.116666666666665,23588.181978315824,Garfield Ridge,39.74945335,49.0,-1.8337442176117005,57.42184249216344,51.65191822241948,92.30397422126744,80005.68828,32787.64454,1060.878963,89.40013076168682,84.20235371036287,0.999233629,0.855137205,35352,-87.764246,41.796185,5.8,8.335213351,75.2,4.173616385,3.026663033,60.8,47.69541638,7.709127678,72.3162362,35.66397009,8.1,21.1
57,8,606.375,0.3657452858598545,0.5024314389427613,2.125,91.7140625,89.5109375,2.203125,13507.826909430058,Archer Heights,33.37723214,53.3,12.274596646630814,80.57341313825464,48.04551836252124,91.52568440479853,48793.10345,21399.10522,920.3125,81.64785010809513,78.35695411962527,0.994886727,0.439368999,14282,-87.726365,41.810873,6.1,11.77030847,69.1,8.441189488,3.799375715,64.1,48.91291251,15.24606008,60.3973727,59.69412304,14.4,7.7
