School_ID,Short_Name,Zip,Lat,Long,GeoNetwork,COMMAREA,WARD_15
610569,OMBUDSMAN - NORTHWEST HS,60631,42.01717124,-87.80668177,1,EDISON PARK,41
610570,OMBUDSMAN - SOUTH HS,60635,41.78302658,-87.68363453,10,CHICAGO LAWN,16
610571,OMBUDSMAN - WEST HS,60612,41.874673,-87.6878423,6,NEAR WEST SIDE,28
610580,MAGIC JOHNSON - HUMBOLDT PK HS,60622,41.90292503,-87.68788899,5,WEST TOWN,26
400168,GREAT LAKES,60617,41.74267138,-87.5599069,12,SOUTH CHICAGO,7
610572,CAMELOT SAFE ES,60603,41.75311714,-87.55051276,12,SOUTH SHORE,7
609774,ALCOTT ES,60614,41.92984985,-87.64641314,4,LINCOLN PARK,43
610184,SPRY ES,60623,41.84774672,-87.70018447,7,SOUTH LAWNDALE,12
610101,OGDEN ES,60610,41.89997649,-87.62929657,6,NEAR NORTH SIDE,2
610515,DISNEY II ES,60641,41.95046051,-87.73067838,1,IRVING PARK,45
610573,CAMELOT SAFE HS,60603,41.7531149,-87.55180355,12,SOUTH SHORE,7
610581,MAGIC JOHNSON - BRAINERD HS,60620,41.7314923,-87.66313973,11,WASHINGTON HEIGHTS,21
400172,ASPIRA - BUSINESS & FINANCE HS,60618,41.93572647,-87.71820414,4,AVONDALE,30
610586,SOUTHEAST,60617,41.70485859,-87.52798508,13,EAST SIDE,10
400179,NOBLE - MANSUETO HS,60632,41.80798719,-87.69705748,8,BRIGHTON PARK,15
400180,KIPP ONE,60651,41.89380504,-87.7266148,5,HUMBOLDT PARK,37
610587,DYETT ARTS HS,60615,41.80120417,-87.61223911,9,WASHINGTON PARK,4
400142,YCCS - VIRTUAL HS,60612,41.87631673,-87.6741384,6,NEAR WEST SIDE,27
610588,RICHARDSON,60629,41.78382632,-87.7254216,10,WEST LAWN,23
